id,eng,afr,sot,nso,tsn,ssw,ven,tso,nbl,xho,zul,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info
icelda_academic_data_10,accept,aanvaar,amohela,amogela,amogela,-vuma,tendela/ṱanganedza,-amukela,-amukela,-amkela,amukela,verb,"to agree with or approve of someone or something / The head of the department accepted her resignation. / to believe something to be true / Jim Martin accepted Halliday's ideas on Systemic Functional Grammar. / to believe something to be true / Jim Martin accepted Halliday’s ideas on Systemic Functional Grammar. / to believe something to be true / Systemic Functional Grammar. / to consider something valid / Although many physicists could accept Niels Bohr’s quantum theory as valid, Einstein refused to do so.",werkwoord,glo dat iets waar is / Jim Martin het Halliday se idees oor Sistemiese Funksionele Grammatika aanvaar.,verb,"ho nahana ka ntho e itseng e le nnete / Le hoja ditsebi tse ngata tsa fisiksi di amohela hore thiori ya quantum ya Niels Bohr jwalo ka nnete, Einstein o ile a hana ho e amohela.",verb,"go tšea selo go ba sa nnete / Bafisika ba bantši ba ka amogela teori ye bohlokwa ya Niels Bohr bjalo ka ya nnete, Einstein o gaa go dira seo.",verb,"go tsaya sengwe se le boammaaruri / kgona go amogela kgopolo ya ga Niels Bohr ya gore go na le tsela e e rileng e dilo di amanang ka yone le maatla, Einstein ene o ne a gana go e amogela.",verb,kukholwa kutsi intfo ingiyo. / Jim Martin uvume imibono yaHalliday yeLuhlelo Lwelulwimi Lolusebenta Ngekuhleleka.,verb,u tenda kana u ima na muthu kana tshithu. / Ṱhoho ya muhasho vho tendela/ṱanganedza u rula mushumo hawe.,verb,ku pfumelelana na un'wana kumbe swin'wana kumbe ku swi pasisa. / Nhloko ya ndzawulo u amukerile ku tshika ka yena ntirho.,verb,ukukholwa bona into iliqiniso. / emayelana nokuhlela ihlelo.,verb,ukwamkela ukuba into ethile yinyaniso. / Umfundi wamkele isifundo sikatitshala sokuba ilanga livela empumalanga.,verb,ukuvumelana noma ukwamukela umuntu othile noma into ethile. / Inhloko yomnyango yayemukela incwadi yakhe yokwesula emsebenzini.
icelda_academic_data_11,acceptability,aanneemlikheid,ho amoheleha,maleba,go amogelega,kwamukeleka,u ṱanganedzea,vuamukelo,ukwamukela,ukwamkeleka,ukwamukeleka,noun,"the extent to which something can be believed or agreed upon / Despite many physicists’ enthusiasm for Niels Bohr’s quantum theory, Einstein doubted its acceptability.",naamwoord,"die mate waartoe iets geglo of aanvaar kan word / Ondanks baie fisici se entoesiasme oor Niels Bohr se kwantumteorie, het Einstein die aanneemlikheid daarvan betwyfel.",noun,"tekanyo eo ntho e itseng e ka dumelwang / Ho sa natswe thahasello eo ditsebi tse ngata tsa fisiksi di bileng le tsona ka thiori ya quantum ya Niels Bohr, Einstein o ile a belaela ho amoheleha ha yona.",noun,"maemo ao selo se kgolwago goba go dumelelwana ka sona / Le ge bafisika ba bantši ba na le kgahlego ya teori ye bohlokwa ya Niels Bohr, Einstein o gonona go ba maleba ga yona.",noun,"selekanyo se sengwe se ka dumelwang kgotsa ga dumalanwa ka sone / Lefa baithutasaense ba le bantsi ba amogetse kgopolo ya ga Niels Bohr ya gore go na le tsela e e rileng e dilo di amanang ka yone le maatla, Einstein ene o ne a sa bone gore eo ke kgopolo e e ka amogelegang.",noun,"lizinga lokutsite kungakholwa noma kuvunywe ngalo / Ngaphandle kwemdlandla wetati temvelo letinyenti ngethiyori yekhwantamu yaNiels Bohr, Einstein ukungabatile kwamukeleka kwayo.",noun,"tshikalo tshine tshithu tsha nga kholwa kana u tendiwa / Naho vhorasaintsi vhe na mafulufulu kha Thyeori ya Vho Niels Bohr ya ndeme, vho Einstein vho timatima u ṱanganedza hayo.",noun,"xiyimo lexi eka xona nchumu wu nga tshembiwaka kumbe ku nga twananiwaka eka wona. / Handle ka vuhiteki bya vativasayense vo tala va swa ntumbuluko eka thiyori ya antswiso wo nyawula ya Niels Bohr, Estein u kanakana vuamukelo bya kona.",noun,"indlela into engakholwakala ngayo nofana kuzwane ngayo / Nangaphandle kokuthi amafiziksti amanengi anekareko embonweni kaNiels Bohr oqakathekileko, u-Eistein uyangabaza ukuwamukela.",noun,"ubungakanani into ekunokukholwa kuyo kwaye kuvunyelwana ngayo / Nangaphandle kwenzondelelo yamagcisa efiziki ngethiyori yobungakanani bento efunekayo kaNiels Bohr, uEinstein wakuthandabuza ukwamkeleka kwayo.",noun,"izinga into ethile engakholelwa noma kuvunyelwane ngalo / Naphezu komdlandla wososayensi abaningi mayelana ne-quantum theory ka-Niels Borh, u-Einstein wangabaza ukwamukeleka kwayo."
icelda_academic_data_12,acceptable,aanvaarbaar,amohelehang,amogelwa,-amogelesegang,-mukeleka,u ṱanganedzea,-amukeleka,-amukelekileko,-amkelekileyo,kuyamukeleka,adj / adjective,that can be allowed / These noise levels are acceptable within the office. / that people can accept or agree with / Cohabitation has become socially acceptable. / that people can agree with or accept / Cohabitation has become more socially acceptable today. / what is accepted or believed to be true or correct / Einstein did not acknowledge Niels Bohr’s view on quantum particles as an acceptable theory.,byvoeglike naamwoord,wat aanvaar word of wat as waar of as korrek beskou word / Einstein het Niels Bohr se siening oor kwantumdeeltjies nie as ’n aanvaarbare teorie erken nie.,adj / adjective,hore batho ba ka amohela kapa ba dumela / Ho dula hammoho ha batho ba sa nyalana ke ntho e seng e amoheleha setjhabeng.,adj / adjective,batho bao ba ka amogela goba go dumelelana le / Go abelana go a amogelwa ka leago.,adj / adjective,-se batho ba ka dumelanang le sone kgotsa ba se amogela. / Go dula mmogo jaaka banyalani go fetogile sengwe se se amogelesegang mo loagong mo malatsing a gompieno.,adj / adjective,loko bantfu labangakwemukela noma bavumelane nako. / Kuba namasihlalisane sekuyintfo leyemukelekako emmangweni manje.,adj / adjective,zwine zwa ṱanganedzwa kana u tendiwa uri ndi ngoho kana ndi zwone / Vho Einstein a vho ngo tenda uri kuvhonele kwa Vho Niels Bohr kwa zwipali zwa ndeme ndi thyeori i ṱanganedzeaho.,adj / adjective,leswi amukeriwaka kumbe leswi tshembiwaka ku va ntiyiso kumbe swo lulama. / Einstein a nga amukelangi vonelo ra Niels Bohr ra ku antswisa swiphemu swa thiyori leyi tirhisekaka.,adj / adjective,lokho okungavunyelwa. / Amazinga wetjhada la amukelekile kile-ofisi.,adj / adjective,abantu banokuvumelana ngento okanye bayamkele. / Ukuhlalisana kwamkelekile kwezentlalo namhlanje.,adj / adjective,lokho abantu abakwamukelayo nabavumelana ngakho / Ukuhlalisana sekube yinto eyamukelekayo emphakathini.
icelda_academic_data_13,acceptance,aanvaarding,kamohelo,kamogelo,kamogelo,kwamukelwa,u ṱanganedzea,vuamukeri,ukwamukelwa,ukwamkela,ukwamukela,noun,when you accept or believe that something is right or true / Einstein’s critical attitude to Niels Bohr’s quantum theory is in stark contrast to many physicists’ enthusiastic acceptance of it.,naamwoord,wanneer jy aanvaar of glo dat iets reg of waar is / Einstein se kritiese houding teenoor Niels Bohr se kwantumteorie staan ​​in skrille kontras met baie fisici se entoesiastiese aanvaarding daarvan.,noun,ha o amohela kapa o dumela hore ntho e itseng e nepahetse kapa e fosahetse / Maikutlo a sekasekang a Einstein mabapi le thiori ya Niels Bohr ya quantum a fapane haholo le a ditsebi tsa fisiksi tse bileng le kamohelo e nang le thahasello e kgolo ho thiori ena.,noun,ge o amogela goba o kgolwa gore se sengwe se lokile goba ke a nnete / Mokgwa wo bohlokwa wa Einstein go teori ye bohlokwa ya Neils Bohr o fapana kudu le kamogelo ya kgahlego tša difisika tše dintši go yona.,noun,fa o amogela kgotsa o dumela gore sengwe se siame kgotsa se boammaaruri / Tsela e Einstein a nyatsang kgopolo ya ga Niels Bohr ya go amana ga dilo dingwe le maatla ka yone e fapaana thata le tsela e baithutasaense ba le bantsi ba amogetseng kgopolo eno ka diatla tsoopedi ka yone.,noun,uma wamukela noma ukholwa kutsi lokutsite kungiko noma kuliciniso / Indlela yekucabanga ya-Einstein kuthiyori yekhwantamu yaNiels Bohr iyaphikisana nekuvuma lokunemandla kwetati temvelo.,noun,musi vha tshi ṱanganedza kana u tenda uri tshithu ndi tshone kana ndi ngoho / Kuvhonele kwa Vho Einstein kwa ndeme kha thyeori ya Vho Niels Bohr ndi khanedzano ire khagala kha kuṱanganedzele kwa mafulufulu kwa vhorasaintsi vhanzhi.,noun,loko u amukela kumbe u tshemba leswaku xin’wana xi lulamile kumbe ntiyiso. / Vonelo ra nkoka ra Einstein eka thiyori ya antswiso wo nyawula wa Niels Bohr ri le ku tikeni ku hambana eka ku hiseka ka vativasayense va swa ntumbuluko ku amukela eka swona.,noun,Nawamukela nofana ukholwa bonyana into ifanele nofana iliqiniso / Indlela eqakathekileko ka-Eistein embonweni oqakathekileko kaNiels Bohr kuhluka khulu kamanye amafiziksti etjisakalweni yokuwamukela.,noun,xa usamkela kwaye ukholwa ukuba into ilungile kwaye iyinyani / Uluvo olubalulekileyo lukaEinstein kwithiyori yobungakanani bento efunekayo kaNiels Bohr luchasene kakhulu kwinzondelelo yokulwamkela ngenzondelelo kwiingcali ezininzi zefiziki.,noun,lapho wamukela noma ukholelwa ukuthi okuthile kulungile futhi kuyiqiniso / Umbono ongemuhle ka-Einstein nge quantum theory ka-Niels Bohr wehluke kakhulu ekwamukelweni kwawo okunamandla abanye osayensi.
icelda_academic_data_14,accepted,aanvaar,amohetsweng,amogetšwe,amogetswe,kwamukelekile,ṱanganedzwa,-amukeriwile,amukelekile,mkelekileyo,kwamukeliwe,adjective,what is approved of and/or regarded as normal or correct / This type of legislation is globally accepted practice.,byvoeglike naamwoord,wat goedgekeur word en/of as normaal of korrek beskou word / Hierdie soort wetgewing is wêreldwyd aanvaarde praktyk.,adjective,ntho e dumeletsweng le/kapa e tadingwa e le e tlwaelehileng kapa e nepahetseng / Mofuta ona wa molao ke tlwaelo e amohetsweng lefatsheng.,adjective,seo se dumeletšwego go/goba se tšewa go ba sa tlwaelo goba sa go nepagala / Mohuta wo wa molao ke tirišo yeo e amogelwaago lefaseng ka moka,adjective,se se dumetsweng e bile/kgotsa se tsewa se tlwaelegile kgotsa se siame / Tsamaiso ya mofuta ono ke selo se se amogetsweng mo lefatsheng lotlhe.,adjective,loko lokwamukelwe noma lokutsatfwa njengalokutayelekile noma lokungiko / Loluhlobo lwemtsetfo inchubo leyamukeleke mhlaba wonkhe.,adjective,ndi mini zwi ṱanganedzwaho na/kana u dzhiiwa sa zwo ḓoweleaho kana u vha zwone / Lushaka ulu lwa theo ya mulayo ndi nyito I ṱanganedzaho kha ḽifhasi ḽoṱhe.,adjective,leswi swi nga pasisiwa na/kumbe leswi tekiwaka tanihi leswi nga fanela kumbe ku lulama. / Muxaka lowu wa nawu wu amukeriwile ku tirhisiwa misava hinkwayo.,adjective,okuphasisiweko godu/nofana okuthathwa njengokujayelekileko nofana okufaneleko / Umhlobo lo womthetho wamukelwa ephasini loke ukusetjenziswa.,adjective,into evunyiweyo okanye/kunye ethathwa njengeqhelekileyo okanye echanekileyo / Olu hlobo lomthetho sisenzo esamkelekileyo kwihlabathi jikelele.,adjective,lokho okwamukweliwe futhi/noma okubhekwa njengokuvamile noma okufanele / Lolu hlobo lomthetho lungumkhuba awumukeliwe emhlabeni wonke.
icelda_academic_data_15,access,ontsluit,dumellwa,go fihlelela,botseno,-tfola,swikela,-fikelela,-thola,-fikelela,finyelela,noun / verb,"the opportunity to use or gain entry to a place or a building / The only access to the laboratory is through that door. / the right, privilege or opportunity to use something or approach someone / Students must have access to a good library. / to be able to get into a place or use something / In order to access the protected collection of a library, one must first ask for leave. / to find or retrieve information from a storage device, such as a file / She accessed three different databases to find the information.",naamwoord / werkwoord / woordgroep,"inligting vind of herwin in ’n bergingstoestel, soos ’n lêer / Sy het drie verskillende databasisse ontsluit om die inligting te bekom.",noun / verb,tokelo kapa monyetla wa ho sebedisa ntho e itseng kapa ho atamela motho ya itseng. / Baithuti ba lokela ho dumellwa ho kena ka hara laeborari.,noun / verb,"go hwetša goba go ntšha tshedimošo mo go sedirišwa sa go lota, sa go swana le faele. / O fihleletše difiwa/didatabeisi tše tharo go hwetša tshedimošo.",noun / verb,tšhono ya go dirisa kgotsa go tsena mo lefelong kgotsa mo kagong. / Botseno bo le nosi fela jwa go tsena mo teng ga laboratori ke ka kgoro ele.,noun / verb,"kutfola noma kukhipha lwatiso entfweni lolugcinwe kuyo, njengelifayela. / Utfole emadatha lamatsatfu lehlukene kute atfole lwatiso.",noun / verb,"thendelo, pfanelo kana tshikhala tsha u shumisa tshiṅwe tshithu kana u swika tsini na muthu. / Matshudeni vha tea u swikela tshumelo dza khwiṋe dza ḽaiburari.",noun / verb,"ku kuma kumbe ku kuma nakambe vuxokoxoko kusuka eka xitirhisiwa xa vuhlayiselo, tanihi fayili. / U fikelerile switiko swinharhu swa switiviwa swo hambana ku kuma vuxokoxoko.",noun / verb,"ukuthola nanyana ukukhupha ilwazi ngaphakathi kwento okufakwa kiyo, efana nefayili. / Uthole amadathabheyizi amathathu ahlukeneko ukobana afumane ilwazi.",noun / verb,"ilungelo, imfaneleko okanye ithuba lokusebenzisa into ethile okanye ukuya kumntu othile. / Abafundi kufuneka babenakho ukufikelela kwindlu yeencwadi elungileyo.",noun / verb,"ilungelo, noma ithuba lokusebenzisa into ethile noma lokukhuluma nomuntu othile. / Abafundi kufanele bakwazi ukufinyelela kumtapowolwazi omuhle."
icelda_academic_data_16,accessible,toeganklik,fihlellwang,Go fihlelelega,fitlhelelwa,kutfolakala,u swikelelea,fikeleleka,fikelelwa,fikeleleka,finyeleleka,adjective,"approachable and friendly, with whom one can communicate comfortably / There are two accessible assistants in our university library who are happy to help students find their resources. / that can be reached easily / Items housed in the Main Building are accessible whenever the Library is open to the public. / that can be reached easily / accessible whenever the Library is open to the public.",byvoeglike naamwoord,"vriendelik en behulpsaam, met wie ’n mens gemaklik kan kommunikeer / Daar is twee toeganklike assistente in ons universiteitsbilioteek wat studente graag help om hul bronne te vind.",adjective,ntho e ka fihlellwang habonolo / tse fihlellwang nako le nako ha Laebrari e Bulelwa batho bohle.,adjective,"go boledišega le go ba le botho, le yoo motho a ka bolelago ka go iketla / Go na le bathuši ba go fihlelelega mo bokgapuku bja rena bja yunibesithi bao ba thabelago go thuša baithuti go hwetše methopo ya bona.",adjective,selo se go leng motlhofo go fitlha kwa go sone / Dilwana tse di mo Kagong e Kgolo o kgona go di fitlhelela ka metlha fa Laeborari e bulwa gore batho ba tsene mo go yone.,adjective,loko kungatfolakala malula / Timphahla letibekwe kuSakhiwo Lesikhulu tiyatfolakala uma Umtapolwati uvulelwe umphakatsi.,adjective,"u sendelea na u vha na vhukonani, zwine muthu a nga kona u vha na vhudavhidzani hu si na nyofho / Hu na vhathusi vhavhi vhane vha swikelelea vhane vha takalela u thusa matshudeni u wana zwishumiswa zwavho.",adjective,"ku fikekeleleka na ku va ni tintswalo, na vanhu lava u kotaka ku vulavula hi ku hlayiseka. / Ku na vapfuni vambirhi lava va fikelelekaka eka layiburari ya yunivhesiti ya hina lava va tsakelaka ku pfuna machudeni ku kuma switirhisiwa swa vona.",adjective,"ukungeneka nobuntu, komunye nomunye ekungacociswana naye ngokuzigedla / Kunabasizi ababili ekufikelelwa kibo ebulungelweni leencwadi leyunivesithi yethu abathabela ukusiza abafundi ukuthola iintlabagelo zabo.",adjective,enokufikeleleka ngokulula / Izinto ezigcinwe kwiSakhiwo esinguNdoqo zifikeleleka nanini livulelwe uluntu iThala leeNcwadi.,adjective,kungafinyeleleka kalula / Izinto ezitholakala e-Main Building ziyafinyeleleka noma nini lapho Umtapo wezincwadi uvulekile emphakathini.
icelda_academic_data_17,accommodate,akkommodeer,tsotella,go thuša,akanyetsa,kucabangela,humbulela,-rhurhela,-siza,-qhelanisa,siza,verb,to take someone or something into consideration / Educators accommodate learners with poor reading ability by providing activities that are within their ability.,werkwoord,iemand of iets in ag neem / Opvoeders akkommodeer leerders met ’n swak leesvermoë deur aktiwiteite aan te bied wat binne hulle vermoë is.,verb,ho ela hloko motho ya itseng kapa ntho e itseng. / Barupelli ba tsotella baithuti ba thatafallwang ke ho bala ka ho ba fa mesebetsi eo ba ka e kgonang.,verb,go thuša motho ka go mo amogela goba amogela selo. / Barutiši ba thuša baithuti bao ba nago le mafokodi a go bala ka go ba fa ditiro tšeo di lego maemong a bokgoni bja bona.,verb,go akanyetsa mongwe kgotsa sengwe. / Barutabana ba akanyetsa barutwana ba ba nang le bokgoni jo bo kwa tlase jwa puiso ka go ba neela ditirwana tse ba ka kgonang go di dira.,verb,kucabangela umuntfu noma intfo. / Bafundzisi bacabangela bafundzi labanetinkinga tekufundza ngekutsi babanike imisebenti lefanele likhono labo.,verb,u londa muṅwe muthu kana tshiṅwe tshithu. / vha no shaya vhukoni ha u vhala nga u vha fha mishumo (nyito) i no vha lingana.,verb,ku tekela un'wana kumbe swin'wana enhlokweni. / Vadyondzisi va rhurhela vadyonzi lava nga ni mahlayelo lama tsaneke hi ku va nyika migingiriko leyi fambelanaka ni vuswikoti bya vona.,verb,ukuthathela umuntu nanyana into ethileko ehloko. / Abafundisi basiza abafundi abanobudisi bokufunda ngokubanikela imisebenzi ekhambisana namakghonwabo.,verb,ukuthathela umntu okanye into ethile ingqalelo. / Abafundisi-ntshapho baqhelanisa abafundi abanesakhono sokufunda esiphantsi ngemisebenzi ephakathi kwesakhono sabo.,verb,ukubhekela omunye umuntu noma enye into. / Othisha basiza abafundi labo bafundi abangakwazi kahle ukufunda ngokuthi babanike imisebenzi esezingeni labo nabazokwazi ukuyenza.
icelda_academic_data_18,accommodating,akkommoderend,amohela,go ka akaretša,fetofetoga go tsamaisanya le,uyamukela,u ṱanganedza,-amukeleka,ngokuhlalisa,ngokuvumelana,ukuvumelana nezimo,adjective,"willingness to fit in with somebody’s wishes or needs / The true scientist always tries to think accommodatingly from other points of view. However, such an accommodating way of thinking is very rare.",byvoeglike naamwoord,bereidheid om by iemand se behoeftes of wense in te val / Die ware wetenskaplike probeer altyd akkommoderend vanuit ander oogpunte dink. So ’ akkommoderende manier van dink is egter baie skaars.,adjective,"ho ithaopela ho kenya dithahasello tsa motho e mong kapa ditlhoko tsa hae / Setsebi sa nnete sa saense kamehla se leka ho nahana ka ho amohela maikutlo a mang. Le ha ho le jwalo, ho amohela tsela ya ba bang ya ho nahana ha ho a tlwaeleha.",adjective,"maikemišetšo a go ipea ka dikganyogo tša motho yo mongwe goba dihlokwa / Ramahlale wa nnete nako le nako o leka go nagana ka go akaretša dikgopolo tša ba bangwe. Le ge go le bjalo, mekgwa yeo ya go akaretša ya go nagana ke ye mennyane kudu.",adjective,"go iketleeletsa go dira dilo ka tsela e e dumalanang le dikeletso kgotsa ditlhoko tsa motho yo mongwe / fetofetola tsela e a akanyang ka yone gore e tsamaisane le dipono tse dingwe. Lefa go ntse jalo, mokgwa ono wa go fetofetola tsela e o akanyang ka yone go tsamaisanya le tse dingwe ga o bonwe bonolo.",adjective,"sifiso sekungena kutifiso noma tidzingo talomunye / sosayensi mbamba uhlala njalo ngekucabangela imibono yalabanye. Nanoma kunjalo, indlela yekucabangelana lenjalo ayikavami.",adjective,"u ḓiimisela u vha tshipiḓa tsha madzangalelo a muthu kana ṱhoḓea dzawe / Rasaintsi wa vhukuma u dzulela u humbula nga nḓila ine ya ṱanganedza muhumbulo na kuṅwe kuvhonele. Fhedzi, nḓila iyo ya kuhumbulele ṱanganedzaho a ku anzeli u wanala.",adjective,"ntsakelo wa ku nghenisa ku tsakela kumbe swilaveko swa munhu. / Mutivi wa sayense wa ntiyiso hi mikarhi yo tala u ringeta ku pfuneta ku amukeleka ku suka eka mhaka ya mavonelo. Hambiswiritano, muxaka wa ndlela ya pfuneta ku amukeleka ka ku ehleketa swa kala swinene.",adjective,"ukulangazelela ukuzifaka eemfunweni nofana eendigweni zomunye umuntu / Usosayensi weqiniso uhlala alinga ukucabanga ngokuhlalisa kuhle amanye amaphuzu avela embonweni. Nanyana kunjalo, indlela enjalo yokucabanga ukuhlalisa ayikavamisi.",adjective,"ukuvuma ukuvumelana neminqweno okanye iimfuno zomntu / Usonzululwazi wokwenene usoloko ezama ukucinga ngokuvumelana nezinye iimbono. Nakuba kunjalo, indlela enjalo yokucinga okuvumelanayo inqabe kakhulu.",adjective,"ukuzimisela ukwenza ngokwezifiso noma ngokwezidingo zomunye umuntu / Usosayensi wangempela uzama njalo ukucabanga ngokuvumelana nezimo neminye imibono. Nokho, indlela enjalo yokucabanga ngokuvumelana nezimo ayijwayelekile."
icelda_academic_data_19,accommodation,akkommodering,kamohelo,kakaretšo,go amogela,indzawo yekuhlala,kuṱanganedzele,amukela,ukuhlalisa,ukuvumelana,ukuvumelana nabanye,noun,an agreement that satisfies everyone / Your accommodation of other people’s views requires that you look at things from their perspective. / an agreement that satisfies everyone / views requires that you look at things from their perspective.,naamwoord,’n ooreenkoms wat almal tevrede stel / Akkommodering van ander mense se sienings vereis dat jy na dinge kyk vanuit hulle perspektief.,noun,tumellano e kgotsofatsang e mong le e mong / Kamohelo ya hao ya maikutlo a batho ba bang e hloka hore o shebe dintho ka leihlo la bona.,noun,tumelelo yeo e kgotsofatša yo mongwe le yo mongwe / Kakaretšo ya gago ya dikgopolo tša batho ba bangwe e nyaka gore o lebelele dilo go tšwa kgopolong ya bona.,noun,tumalano e e kgotsofatsang mongwe le mongwe / Mokgwa ono wa gago wa go amogela dipono tsa batho ba bangwe o tlhoka gore o lebe dilo ka tsela ya bone.,noun,sivumelwano lesinetisa wonkhe wonkhe. / Kwamukela kwakho imicondvo yalabanye kudzinga ubuke tintfo ngendlela yabo.,noun,thendelano ine ya fusha vhoṱhe / U kona havho u ṱanganedza kuvhonele kwa vhaṅwe vhathu zwi ṱoḓa uri vha sedze zwithu nga kuvhonele kwavho.,noun,ntwanano lowu enerisaka un’wana na un’wana. / Ku amukela ka wena eka mavonelo ya vanhu van’wana swi lava leswaku u languta eka swilo ku suka eka vonelo ra vona.,noun,isivumelwano esanelisa woke umuntu / Ukuhlalisa kwakho imibono yabanye abantu kufuna bonyana uqale izinto ngombono othileko.,noun,isivumelwano esonelisa wonke umntu / Ukuvumelana kwakho neembono zabanye abantu kufuna ukuba ujonge izinto ngokombono wabo.,noun,isivumelwano esanelisa wonke umuntu / yabanye abantu kudinga ukuthi ubheke izinto ngombono wabo.
