id,eng,afr,nbl,xho,zul,nso,sot,tsn,ssw,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
statssa_multilingual_statistical_terminology_1030,Size measure of statistical unit,Grootte-aanwyser van statistiese eenheid,Ubukhulu besijamiso,Ubungakanani bomlinganiselo wecandelo leenkcukacha-manani,Ubungako beyunithi yokubala,Kelobogolo ya yuniti ya dipalopalo,Tekanyo ya boholo ba yuniti ya dipalopalo,Selekanyo sa bogolo ba sebadi,Inkombabungako yebhizinisi,Tshipia tsha phimamuelo tsha mbalombalo/ zwitatistika,Yuniti ya tinhlayohlayo ya mpimo wa sayizi,category: System of Business Registers,definition: A size indicator that measures the size of a statistical unit.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1031,Sole proprietorship,Alleeneienaarskap,Ubunini / ubunikazi bomuntu munye,Umninishishini,Ubuninibhizinisi boyedwa/ ibhizinisi loyedwa,Bomongnoi/bomongtee,Kgwebo ya motho a le mong,Mongesi,Ibhizinisi lenemnikati munye,Bindu a vhuimahoga,Bindzu ra munhu unwe,category: System of Business Registers,definition: A business owned and operated by one individual person.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1032,Source of update on BSF,Bywerkingsbron op SSR,Umthombo wekhwezelelo nge-BSF,Umthombo wohlaziyo kwiBSF,Umthombo wokubuyekeza weBSF,Mothopo wa tlaleleto go BFS,Mohlodi wa ntjhafatso ya BSF,Motswedi wa peonakong wa LTK LKK),Umtfombo wekwengeta lwati kuBSF,Tshiko tsha nisedzamafhungo maswa kha BSF,Xihlovo xa mpfuxeto eka BSF,category: System of Business Registers,definition: An indication on an enterprise unit where recent updated information is coming from.,,,,,,,,,,,,,MTK,,,,,,,
statssa_multilingual_statistical_terminology_1033,Split-off,Onderverdeling,Ukudabuka,Ukunaba kweshishini,Ukwehlukanisa,Kgaogano,Boikatiso; ho qhetsoha,Ikemela,Kwandzisa,Phandekanela vhuandisamabindu,Hambanyiso,category: System of Business Registers,definition: An event where one or more parts of a business is separated into businesses of their own and the original business continues to operate.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1034,Standard Industrial Classification code,Standaardnywerheidsklassifikasiekode,Ikhowudi yehlelomakoro lemisebenzi,Ikhowudi emiyo yohlelo olusemgangathweni loshishino,Ikhodi yezimiso zokuhlukaniswa kwezimboni,Khouto ya tlhopho ya boemo bja intaseteri,Khoutu ya tlhophiso e tlwaelehileng ya indasteri; khoutu ya tlhophiso ya maemo a indasteri,Khoutu ya motheokaroganyetso wa madirelo,Ikhodi ye-SIC,Khoudu / nomboro ya khethekanyo ya ndinganyiso ya nowetshumo,Khodi ya ntlawahato ya ndzinganeriso ya vumaki,category: System of Business Registers,definition: A code indicating the economic activity of an industry in which the enterprise is engaged using the Standard Industrial Classification manual.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1035,Standard Industrial Classification of all Economic Activities,Standaardnywerheidsklassifikasie van alle ekonomiese bedrywighede,UkuHlelwa kwemiSebenzi yoke yomNotho ngokwamaZinga,Uhlelo olusemgangathweni loshishino nayo yonke imisebenzi yoqoqosho,Isimiso sokwehlukanisa yonke imisebenzi yezomnotho wezezimboni,Tlhopho ya boemo ya intaseteri ya meongwana ya ikonomi ka moka,Tlhophiso e tlwaelehileng ya indasteri ya ditshebeletso tsohle tsa moruo; tlhophiso ya maemo a diintasteri mesebetseng yohle ya moruo,Motheokaroganyetsoditirotsotlhe wa ikonomi wa madirelo,i-SIC yemisebenti yeteminotfo,Tshiimo tsha nowetshumo tsha khethekanyo dzohe dza vhuitwa/ndinganyiso ya Ekonomi/nyito,Ntlawahato wa ndzinganeriso ya vumaki bya migingiriko hinkwayo ya ikhonomi,category: System of Business Registers,"definition: A South African version of a classification coding system used to classify an enterprise according to its economic activity. Note: It is based on the United Nations (UN) International Standard Industrial Classification of all Economic Activities (ISIC), with a number of adaptations for local conditions.",SNK,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1036,Statistical unit,Statistiese eenheid,Ihlavu yeembalobalo,Icandelo leenkcukacha-manani,Iyunithi yokubala,Yuniti ya dipalopalo,Yuniti ya dipalopalo,Sebadi,Iyunithi yelubalo,Tshipia tsha mbalombalo / zwitatistika,Yuniti ya tinhlayohlayo,category: System of Business Registers,definition: A unit of observation or measurement for which statistical data are collected or derived.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1037,Statistical unit structure,Statistiese eenheidstruktuur,Isijamiso seembalobalo,Isakhiwo secandelo leenkcukacha-manani,Isakhiwo seyunithi yokubala,Sebopego sa yuniti ya dipalopalo,Sebopeho sa yuniti ya dipalopalo,Sebopego sa sebadi,Sakhiwo sebhizinisi,Tshivhumbeo tsha tshipida tsha mbalombalo /zwitatistika,Xivumbeko xa yuniti ya tinhlayohlayo,category: System of Business Registers,definition: A combination of an enterprise unit with one or more kind-of-activity unit(s) and one or more geographic unit(s).,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1038,Subsidiary,Filiaal,Isiphathwa; isenganyelwa,Inkampani ekhule ngenye,Inkampani engaphansi kwenye,Saposetiari/ kgwebo ye e lego ka tlase ga ye nngwe,E okametsweng; lekala,Kgwebo e e okangweng,Lichakela,Khamphaninyunwa /khamphanindaulwa /-davhi,Khamphani hansi ka yinwana,category: System of Business Registers,"definition: A company that is controlled by another company by having more than half the voting power, or by owning more than half the issued share capital of the company.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1039,Takeover,Oorname,Ukuginya,Inkampani ethathwe yenye,Ukugwinya/ ukusobozela,Metwa,Kgapo,Thopo,Kutsatsa bunikati,U milwa / dzhiwa,Ku teka vulawuri,category: System of Business Registers,"definition: An event where one or more business(es) is/are absorbed by another existing business, no new business is created and the business(es) taken over is/are ceased or deactivated.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1040,Tax link,Belastingskakel,Ihlanganiso /ithintaniso lomthelo,Ikhonkco lerhafu,Uxhumano ngentela,Kgokaganyo le mothelo,Lehokela la lekgetho,Kgolaganolekgetho,Kuchumana kwentsela,Khungekano/ vhuumekani ha lutho / muthelo,Nhlanganiso wa xibalo,category: System of Business Registers,definition: A link between the Business Sampling Frame and SARS databases through the use of tax or VAT and enterprise numbers.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1041,Total quality management,Totale gehaltebestuur,Ukulawulwa / ukuphathwa kwekhwalithi okupheleleko,Ulawulo lomgangatho olugqibeleleyo,Ukuphatha okuqinisekisa iqophelo,Taolomoka ya boleng,Bolaodi ba boleng bohle; botsamaisi bohle ba boleng,Taolobolenggotlhe,Kuphatsa lokusezingeni leliphelele,hanganyelo ya vhulanguli ha ndeme,Vufambisi bya nkoka hinkwabyo,category: System of Business Registers,"definition: A methodology that is based and focuses on prevention rather than correction, processes rather than only end products, user needs rather than product properties, everybodys involvement, facts rather than assumptions and continuous rather than occasional improvements.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1042,Trading name,Besigheidsnaam,Igama lokurhweba,Igama lokurhweba,Igama lokuhweba,Leina la go gweba,Lebitso la ho hweba,Leinakgwebo,Ligama lekuhweba,Dzina a vhubindudzi,Vitoxibindzu,category: System of Business Registers,definition: A name used by businesses to sell their goods and/or services to their customers.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1043,Turnover,Omset,Ingeniso epheleleko,Ingeniso,Isamba esingenile,Poelokakareto,Kuno,Dipoelo,Sambakhulu,Mbuelogue,Mbhindzulo,System of Registers / category: System of Business Registers,definition: The total amount received for goods sold and services rendered for the financial year.,Registerstelsel,,,,iNkqubo yoBhaliso,,,,,,,,,,,,Sisiteme ya Vhuwalisi,,,
statssa_multilingual_statistical_terminology_1044,Ultimate holding company,Uiteindelike beheermaatskappy,Ikhampani engameleko,Inkampani eyongameleyo,Inkampani eyengamele ezinye,Khamphani ya gomangkanna,Ntlokgolo ya likgwebo tsa taolo,Kgwebokgolo e e okameng tse dingwe; mmadikgwebo,Inkapanimsuka,Khamphani-/ dendele / ndauli / gumangane,Khamphaninkulu leyi lawulaka tinwana,category: System of Business Registers,definition: A holding company that controls other holding companies and/or subsidiaries and no company has control over it.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1045,Unincorporated enterprise,Ongenkorporeerde onderneming,Irhwebo elingakahleleki,Ushishino oluzimeleyo,Ibhizinisi elizimele,Kgwebokgolo ye e sa kgokaganthwago,Kgwebokgolo e sa hokelwang,Kgweboiphediso,Ibhizinisi lesengakatimeli,Bindu tshayanyananywa,Bindzunyingi ra xindyangu ro tihanyisa,category: System of Business Registers,"definition: A producer unit which is not incorporated as a legal entity separate from the owner (household, government or foreign resident); the fixed and other assets used in unincorporated enterprises do not belong to the enterprises but to their owners; the enterprises as such cannot engage in transactions with other economic units nor can they enter into contractual relationships with other units nor incur liabilities on their own behalf; in addition, their owners are personally liable, without limit, for any debts or obligations incurred in the course of production.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1046,VAT auto-update,BTW-outobywerking,Umazikhwezelela we-VAT,IVAT ezihlaziyelayo,Intela yokuthenga ezibuyekeza ngokwayo,Ya go itlaleleta VAT,Bointlafatso ba VAT ; bointjhafatso ba VAT,Peonakong ya LKB,Kufakeka kwelwati lwe- VAT ngalokutentekelako,Vhudikhwinisitsendekwa kha VETE /VAT,Tipfuxeto eka swa VAT,category: System of Business Registers,definition: It indicates that a particular statistical unit is updated automatically from an administrative VAT data source.,,,,,,,,,,,ka boyona,,,,,,,,,
statssa_multilingual_statistical_terminology_1047,VAT turnover,BTW-omset,Ingeniso epheleleko ye-VAT,Ingeniso yeVAT,Isamba sengeniso ngokwentela yokuthenga,Poelokakareto ya VAT,Kuno ya VAT,Lotsenolotlhe la LKB,Sambakhulu se-VAT,Mbuelogue ya VETE /VAT,Mbhindzulo wa VAT,category: System of Business Registers,definition: A turnover that has automatically been updated to an enterprise unit through the process of monthly VAT downloads to the Business Sampling Frame.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1048,Vertical integration of economic activities,Vertikale integrasie van ekonomiese aktiwiteite,Ukuhlanganiswa kwemisebenzi yomnotho ngokwelamana,Indibaniselwano ethe ngqo yemisebenzi yoqoqosho,Ukudidiyela okume mpo kwemisebenzi yezomnotho,Tiriommogo/tlhakanyo ya meongwana ya ikonomi ya bethikhale,Nyalanyo ya mesebetsi moruo ka phepelano,Kgolaganyotsepamo ya ditiro tsa seikonomi,Kuhlanganisa imisebenti yetemnotfo itsi tfwi,hanganyondivhanywa ya vhuitwa/mishumo ya Ekonomi nyito,Nhlanganisothwi wa migingiriko ya ikhonomi,category: System of Business Registers,"definition: Occurs when the different stages of production are carried out in succession by the same unit and where the output of one process serves as input to the next. Example: Tree felling combined with sawmilling, with regard to the classification; cognisance is taken of the nature of the final product.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1049,Vertical integration of enterprise unit,Vertikale integrasie van ondernemingseenheid,Ukuhlanganiswa kwesijamiso serhwebo ngokwelamana,Indibaniselwano ethe ngqo yecandelo loshishino,Ukudidiyela okume mpo kweyunithi yenkampani/yebhizinisi,Tlhakanyo ya yuniti ya kgwebokgolo ya bethikale,Nyalanyo ya yuniti ya kgwebokgolo ka phepelano,Kgolaganyotsepamo ya lekalakgwebo,Kuhlangana kwemabhizinisi ngendlela lemile,hanganyondivhanywa ya tshipia tsha bindu,Nhlanganisothwi wa yuniti ya bindzunyingi,category: System of Business Registers,definition: A combination of enterprise units that are operating in such a way that the production of one enterprise is consumed totally by another company(s) within the same group company structure.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1050,Business trip,Sakereis,Ikhambo ngokomsebenzi,"uhambo lwezorhwebo, ukuhambela ezoshishino",Uhambo ngokwebhizinisi,Leeto la moomo,Leeto la kgwebo,Leetokgwebo,Luhambo loluphatselene netemabhizinisi,Lwendo lwa mushumo / Lwendo lwa vhubindudzi,Rendzo ra bindzu,professional / category: Tourism,"definition: A trip for which the main purpose is business, but the person is not remunerated at the destination.",,,,,,,,,,,,,,,,,,,xiphurofexinali,
statssa_multilingual_statistical_terminology_1051,Day trip,Dagreis,Ikhambo lemini,uhambo oluthatha usuku nje/olubuyelelayo,Uhambo losuku,Leeto la letati,Leeto la letsatsi,Leeto la letsatsi,Luhambo lwelusuku/lilanga,Lwendo lwa uvha,Rendzo ra siku,category: Tourism,"definition: A trip outside of the respondents usual environment, where they leave and return within the same day (i.e. do not stay overnight).",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1052,Domestic trip,Binnelandse reis,Ikhambo lekhaya,uhambo ngaphakathi kwemida yelizwe,Uhambo lwangaphakathi ezweni,Leeto la ka gare ga naga,Leeto la ka hara Afrika Borwa,Leetoselegae,Luhambo lwangekhatsi evenia,Lwendo lwapo,Rendzo ra kwala tikweni,category: Tourism,"definition: A trip within the boundaries of South Africa but outside of the respondents usual environment.
Note: The following categories are excluded from the definition of domestic visitor:
 Persons travelling to another place within the country with the intention of setting up their usual residence in that place.
 Persons who travel to another place within the country and are remunerated from within the place visited.
 Persons who travel regularly or frequently between neighbouring localities as defined by the usual environment rule.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1053,General holiday trip,Algemene vakansiereis,Ikhambo lokuzithabisa,uhambo lotyelelo oluqhelekileyo/ukuya eholideyini,Uhambo kuvakashwa,Leeto la maikhuto la kakareto,Leeto la phomolo,Leetoiketlokakaretso / Leetothobosogokakaretso,Luhambo lwekukhibika/lwekutijabulisa,Lwendo lwa vhuimvumvusi,Rendzo ra holideyi,category: Tourism,definition: A trip for which the main purpose is leisure.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1054,Lodger,Loseerder,Umqatjhi,umqeshi,Isiqashi,Mohiri,Mohiri,Mohiri,Sicashi / Umcashi,Muhiri / ibodasi,Muhiri,category: Tourism,definition: A person paying rent to stay in someone elses dwelling.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1055,Main purpose of trip,Hoofdoel van reis,Umnqopho omkhulu wekhambo,eyona njongo yohambo,Inhlosongqangi yohambo,Nepokgolo / Moreromogolo ya / Wa leeto,Sepheo sa leeto,Lebakalegolo la leeto,Inhlosongco yeluhambo,Ndivho khulwane ya lwendo,Xikongomekonkulu xa rendzo,category: Tourism,definition: This is the purpose in the absence of which the trip would not have been made.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1056,Mixed trip,Binne- en buitelandse reis,Ikhambomvango,uhambo olungxabalazileyo,Uhambo olunsukuningi emazweni,Leeto la go ya mafelong a go fapafapana,Leeto la kantle le ka hare ho naha ya Afrika Borwa / Leeto le tswakaneng,Leetotswako,Luhambo loluhlanganise emave,Nyendo dza ndivho nnzhi/mvangwa,Rendzonkatsano,category: Tourism,"definition: Refers to overnight trips where at least one night was spent in South Africa and at least one night outside of South Africa. For the purpose of this survey, if more nights or equal nights were spent in South Africa rather than another country, the trip is treated as a domestic trip. If more nights are spent in another country then it is treated as a foreign trip.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1057,Outbound trip,Vertrekkende reis,Ikhambo langaphandle kwenarha,uhambo oluphumela ngapha kwemida yelizwe,Uhambo oluya emazweni angaphandle,Leeto la ka ntle ga naga,Leeto le tswelang kantle ho naha ya Afrika Borwa / Leeto le tswang,Leetokgabaganyomolelwane,Luhambo lwemave angaphandle,Lwendo lwa u bvela nna,Rendzo ro huma etikweni,outside South Africa / category: Tourism,definition: A trip to a country outside South Africa for a period of less than 12 consecutive months and whose main purpose of travel is other than the exercise of an activity remunerated in the country visited.,buite Suid-Afrika,,,,,,,,,,,,,,,,,,ehandle ka Afrika-Dzonga,
statssa_multilingual_statistical_terminology_1058,Overnight trip,Oornagreis,Ikhambo lokungalali ekhaya,uhambo lobusuku obunye,Uhambo olukulalisa kwenye indawo,Leeto la go lala / Robalela,Ho robaletsa,Leeto la go lala,Luhambo lwekuyolala ngaphandle,Lwendo lwa u eela,Rendzo ra vusiku byinwe,category: Tourism,definition: A trip outside of the respondents usual environment where one night or more is spent away from the usual environment.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1059,Package trip,Pakketreis,Ikhambo eliyipakana,"intlawulo yohambo equka konke, iphakheji yohambo",Uhambo oludidiyele,Leeto la phakheti,Pakana ya leeto,Pakanaleeto,Luhambo lolufaka lokunyeti,Mutengo wa lwendo wokatelozwithu zwinzhi/Lwendolukateli,Rendzohakelonkatsano,category: Tourism,definition: A trip in which two or more items are included in the price of the trip.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1060,Seasonal dwelling,Seisoenale woning,Indawo ehlalwa ngakanye,indawo yokuhlala ngamaxesha athile onyaka,Indawo yokuhlala ngezikhathi ezithile,Bodulo bja nakwana,Bodulo ba sehla,Bonnopaka,Indlu lesentjentiswa ngetikhatsi letitsite,Vhudzulo ha khalawaha,Ndzhawu yo yi tshama hi mikarhi,category: Tourism,"definition: Dwellings usually occupied only at certain times of the year but which remain unoccupied during the rest of the year, such as holiday / vacation homes, harvest-time homes, etc.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1061,Shopping,Aankope,Ukuthengela ukurhweba,ukuthenga,Ukuthengela ukudayisa,Go rekela go rekia / Go setoka,Ho reka,Thekokgwebisano / Go reka,Kucupha/kutsengela kuyotsengisa,U renga,Ku xava,Trade use / category: Tourism,definition: Shopping by a tourist for goods that will be resold.,handelsgebruik,,,,ngezoshishino,,,,,,tshebediso ya kgwebo,,kgwebo,,,,zwa bindu,,hi xikongomelo xa swa bindzu,
statssa_multilingual_statistical_terminology_1062,Shopping,Inkopies,Ukuthengela ekhaya / Ukuzithengela,ukuthenga,Ukuzithengela,Go reka,Ho reka,Go reka / Go ithekela,Kutitsengela,U renga / U irengela,Ku tixavela,Personal use / category: Tourism,"definition: Shopping for goods that will be used by the tourist himself / herself or their household, and that will not be re-sold.",persoonlike gebruik,,,,ukuzisebenzisela,,,,,,tshebediso ya moreki,,sebele,,,,,,,
statssa_multilingual_statistical_terminology_1063,Trading trips,Handelsreis,Amakhambo werhwebo,iihambo zorhwebo,Uhambo lokuhweba,Leeto la go rekia,Leeto la kgwebisano,Maetokgwebisano,Luhambo lwekuhweba / Tinkambo tekuhweba,Nyendo dza vhubindudzi,Rendzo ro xavisa,category: Tourism,definition: A trip for which the main purpose is to sell merchandise that one bought and / or made.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1064,Visiting friends and / or family,Besoek vriende en/of familie,Ukuvakatjhela abangani / Umndeni,ukundwendwela abahlobo okanye izihlobo,Abangani / Noma umndeni ovakashile,Go etela bagwera goba meloko,Ho etela metswalle le/kapa lelapa,Go etela ditsala le/kgotsa losika / Go jela ditsala le/kgotsa losika nala,Kuvakashela tihlobo nebangani,U dalela dzikhonani na/kana mashaka,Ku endzela vanghana na/kumbe ndyangu,category: Tourism,"definition: A trip, which is primarily undertaken to see, socialise with, or to spend time with relatives and / or friends.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1065,Visitor,Besoeker,Isivakatjhi,undwendwe,Isivakashi,Moeng,Moeti,Moeng / Mojanala,Sivakashi,Mueni / Mudali,Muendzi,category: Tourism,definition: Someone who doesnt stay permanently with and is not a member of the household.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1066,Bed occupancy rate,Bedbesettingskoers,Isilinganiso sokusetjenziswa ngemibhede,Ubungakanani beebhedi eziqeshiswayo,Iphesenti lemibhede esetshenzisiwe,Kelo ya malao/marobalo,Sekgahla sa tlatso ya dibethe ; sekgahla sa tshebediso ya dibethe,Kelotiriso ya malao,Silinganisomkhatsi semali yekulala,Tshikala mbivhedzavhulalo,Mpimo wa ntirhiso wa mibedwa,tourism / category: Tourism and Migration,definition: The number of bed nights sold divided by the product of the number of bed nights available and the number of days in the survey period; expressed as a percentage. Compare Bed occupancy rate (hospitals).,toerisme,,,,ukhenketho,,ezokuvakasha,,,,bohahlaudi / bohahlaudi,,,,,,vhuendelamashango,,vupfhumba,
statssa_multilingual_statistical_terminology_1067,Country of residence,Land van inwoning,Ilizwe lamahlalo; Inarha yamahlalo,Ilizwe ohlala kulo,Izwe ohlala kulo,Naga ya bodudi,Naha ya bodulo,Nagabonno,Live lohlala kulo,Shango a vhudzulwa,Tiko ra vutshamo,category: Tourism and Migration,"definition: If a person resides (or intends to reside) for more than one year in a given country and has there his/her centre of economic interest (e.g. his/her major source of income), he/she is considered as a resident of this country.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1068,Documented immigrant,Gedokumenteerde immigrant,Umfudukeli/umthutheli ngaphakathi otlolisiweko/oseencwadini,Ummi wangaphandle obhalisiweyo,Owokufika onemvume,Mofaladi yo a dumeletwego tulo,Mojaki ya ditokomaneng,Mohudugedi yo o kwadisitsweng,Umchamuki lonikwe buve,hunuhanganedzwa/hunuthendelwa,Muhlapfa loyi a tsarisiweke,category: Tourism and Migration,"definition: A citizen of another country who enters the country with a view to residing permanently, and has been granted or has applied for permanent residence of that country.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1069,Domestic tourism,Binnelandse toerisme,Ivakatjhobukelo langekhaya,Ukhenketho lwasekhaya,Ukuvakasha kwabangaphakathi,Boeti bja ka nageng,Bohahlaudi ba selehae,Bojanalaselegae,Kuvakasha kwangekhatsi,Vhuendelamashango ha vhadzulapo,Vupfhumba bya le tikweni,category: Tourism and Migration,definition: The tourism of resident visitors within the economic territory of the country of reference.,,,,,,,kwezwe,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1070,Domestic tourism consumption,Verbruik deur binnelandse toerisme,Ukusetjenziswa kwevakatjhobukelo langekhaya,Uxhamlo lokhenketho lwabasekhaya,Ukusetshenziswa kwezokuvakasha ngaphakathi,Ditshenyagalelo/ditshenyegelo ta boeti bja ka nageng,Tshebediso tsa bohahlaudi ba selehae,Tiriso ya bojanalaselegae,Kusetjentiswa kwekuvakasha kwangekhatsi,Tshumiswa nga vhuendelamashango ha vhadzulapo,Ntirhiso wa vupfhumba bya le tikweni,category: Tourism and Migration,definition: Comprises the consumption of resident visitors within the economic territory of the country of reference.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1071,Domestic tourist,Binnelandse toeris,Isivakatjhimbukeli sangekhaya,Umkhenkethi wasekhaya,Umvakashi wangaphakathi,Moeti wa ka nageng,Mohahlaudi wa selehae,Mojanalaselegae,Sivakashi sangekhatsi,Muendelamashango wapo,Mupfhumba wa le tikweni,category: Tourism and Migration,definition: A resident visitor who visits within the economic territory of the country of reference.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1072,Domestic visitor,Binnelandse besoeker,Isivakatjhi sangekhaya,Undwendwe lwasekhaya,Isivakashi sasekhaya,Moeng wa ka nageng,Moeti wa selehae,Moengselegae,Sivakashi sangekhatsi,Mueni-/mudaliwapo,Muendzi wa le tikweni,category: Tourism and Migration,definition: A visitor whose country of residence is the country visited. They may be nationals of this country or foreigners.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1073,Foreign traveller,Buitelandse reisiger,Isikhambi sangaphandle,Umhambi/umtyeleli welinye ilizwe/wasemzini/ wangaphandle,Umhambimazwe,Mosepedi wa motwantle,Motsamai wa moditjhaba,Motsamai wa modithaba,Sivakashi sangaphandle,Muendi wa mashangoavha,Mufambimumbe,category: Tourism and Migration,definition: A person who resides outside South Africa and visits the country temporarily.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1074,Foreign visitor,Buitelandse besoeker,Isivakatjhi sangaphandle,Undwendwe lwelinye ilizwe/ lwangaphandle/lwasemzini,Isivakashi esivela ngaphandle,Boeti bja go tsena ka nageng,Moeti wa moditjhaba,Moeng wa modithaba,Sivakashi sangaphandle,Mueni wa mashangoavha,Muendzimumbe,category: Tourism and Migration,definition: Visitor who is a resident of another country.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1075,Inbound tourism,Inkomende toerisme,Ivakatjhobukelo elingenako,Ukhenketho lwabangenayo,Ukuvakasha kwabangenayo,Boeti bja go tsena ka nageng,Bohahlaudi bo kenang,Bojanala ba baeng,Kuvakasha kwalabangenako,Vhuendelamashango ha vhabvanna,Vupfhumba byo nghena etikweni,category: Tourism and Migration,definition: Tourism of non-resident visitors within the economic territory of the country of reference.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1076,Inbound tourism consumption,Verbruik deur inkomende toerisme,Ukusetjenziswa kwevakatjhobukelo elingenako,Uxhamlo lokhenketho lwabangenayo,Ukusetshenziswa kwezokuvakasha kwabangenayo,Ditshenyagalelo ta baeti ba go tsena ka nageng,Tshebediso ya bohahlaudi bo kenang,Tiriso ya bojanala ba baeng,Kusetjentiswa kwekuvakasha kwalabangenako,Tshumiswa nga vhuendelamashango ha vhabvanna,Ntirhiso wa vupfhumba byo nghena etikweni,category: Tourism and Migration,definition: Comprises the consumption of non-resident visitors within the economic territory of the country of reference and/or that provided by residents.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1077,Inbound tourist,Inkomende toeris,Isivakatjhimbukeli esingenako,Umkhenkethi ongenayo,Umvakashi ongenayo,Moeti wa go tsena ka nageng,Mohahlaudi ya kenang,Mojanala wa moeng,Sivakashi lesingenako,Muendelamashango mubvanna,Mupfhumba wo nghena etikweni,category: Tourism and Migration,definition: A non-resident visitor who visits within the economic territory of the country of reference.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1078,Inbound visitor,Inkomende besoeker,Isivakatjhi esingenako,Undwendwe olungenayo,Isivakashi esingenayo,Moeng wa go tsena ka nageng,Moeti ya kenang,Moeng wa modithaba,Sivakashi lesingenako,Mueni-/mudalimubvanna,Muendzimumbe wo nghena etikweni,category: Tourism and Migration,definition: Visitor who resides outside the country of reference.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1079,Income from accommodation,Inkomste uit akkommodasie,Ingeniso/imali ngendawo,Ingeniso yendawo yokuhlala,Ingeniso/ imali engenayo ngokulalisa,Ditseno go twa marobalong,Lekeno la bodulo,Lotseno lwa marobalo/bonno,Inzuzo lengena ngekulala,Mbuelo ya vhudzulo,Mbuyelo wa vutshamo,category: Tourism and Migration,definition: Refers only to amounts charged for rooms or equivalent. Income from meals is excluded.,,,,,,,,,,,,,,,,,,,,
