id,eng,afr,zul,xho,ssw,nbl,nso,tsn,sot,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
oertb_data_4437,strategic trade theory,strategiesehandelteorie,ithiyori yamasu okuhweba,ingcamango yorhwebo oluchuliweyo,umcondvo wekuhweba wendlelasu,itiyori yokurhwebelana ephumelelisako,teori ya leano la papatšo,tiori ya togamaano ya kgwebisano,monahano wa kgwebisano wa Mokgwa wa Tshebetso,thyori ya mbambedzelano,miehleketo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4438,strong efficiency,sterk doeltreffendheid,ukuqina kokusebenza kahle,ukukhuthala okomeleleyo,kuphumelelisa lokucinile,ukuphumelela okukhulu,phethagalo ye e tiilego,maatla a a nonofileng,bohlwahlwa bo matla,vhukonindeme,vuswikoti byo tiya,of share markets,,van aandelemarkte,,kwezimakethe zamasheya,,kweemakethi zezabelo,,kwemakethe emasheya,,kweemakethe zamatjhere,,ya mmaraka wa dišere,,a mebaraka ya dišere,,ba mmaraka wa dishere,,ha maraga ya mikovhe/shere,,bya makete wa miavelo,
oertb_data_4439,structural unemployment,strukturele werkloosheid,ukuntuleka kwemisebenzi ngokwesakhiwo,intswela-ngqesho yesiseko,kungasebenti kweluhlelo,ukutlhogeka komsebenzi okuphathelene nesakhiwo,tlhokego ya mošomo go ya ka tlhokego ya mabokgoni,botlhokatiro jwa thulaganyo,kgaello ya mesebetsi ya setheo,vhushayamishumo ha zwiimiswa/zwishumiswa,ku pfumaleka ka mitirho,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4440,structuralists,strukturaliste,osomnotho abagxile ezihibeni,iingcali zeziseko,bososakhiwo,abosomnotho abaqalene neenqabo zetuthuko,bahlabolli,barulaganyi,ba sebopeho,vhateamaṱanzu,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4441,subsidies,subsidies,imixhaso,izibonelelo,lusito lwemali,iimali zokuphungula iindleko ezibhadalwa mbuso,thušo ka tšhelete,diketleetso,ditshehetso,saphusidi,mipfuneto,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4442,subsistence,bestaan,izinga lokuziphilisa kwabantu,isibonelelo sokuphila,lokulingene sidzingo,ukudla,tša phedišo,go itshedisa,ho iphedisa,vhukokoti,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4443,subsistence production,bestaansproduksie,ukukhiqizela ukuziphilisa,imveliso yesibonelelo sokuphila,kukhicita lokulingene,ukukhiqizela ukuziphilisa,ttšweletšo ya phedišo,tlhagiso ya go itshedisa,tlhahiso ya ho iphedisa,vhubveledzi ha vhukokoti,vumaki byo tihanyisa hi byona,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4444,substitute goods,substituutgoedere,izimpahla ezifakwa esikhundleni sezinye,iimpahla zokubambela,imikhicito yekumelela,iimpahla ezijamelanako,thoto ya kemedi,dithoto tsa kemedi,thepa ya diemelanang,ndwelavanḓa,nhundzu yo siva,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4445,substitutes,substitute,okusesikhundleni sokunye,isibambeli,kumelela,iimpahla ezijamelanako,dikemedi,diemedi,diemelanang,ndwelavanḓa,swisivi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4446,substitutes in supply,substitute in aanbod,okusesikhundleni sokunye ekuphakelweni,izibambelindawo zonikelo,kuniketa lokumelelako,iimpahla ezijamelanako,dikemedi kabong ya phahlo,diemedi mo thebolelong,diemelanang ho phepelo,ndwelavanḓa kha nḓisedzazwibveledzwa,swisivi eka mphakelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4447,substitution effect of a price change,substituuteffek van prysverandering,umthelela wokusesikhundleni sokunye ekushintsheni kwentengo,iziphumo zokubambela indawo ngotshintsho lwentengo,umphumela wekumelela wengucuko yentsengo,umthelela wokujanyelwa kwetjhugulukontengo,khuetšo ya kemedi phetogong ya theko,maatla a phetolo ya phetogo ya ditlhotlhwa,sebakwa sa kemelo sa phetoho ya theko,mitengo nga ndwelavanḓa,nkhumbo wa ku siva ku cinca ka ntsengo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4448,substitution effect of a rise in wage rates,substituuteffek van ’n styging in loonkoerse,umthelela wokusesikhundleni sokunye ekunyukeni kwamazinga emiholo,iziphumo zokubambela indawo ekwenyukeni kwemivuzo,umphumela wekumelela wekukhula kwelizinga lemholo,umthelela wokujanyelwa kokuphakama kweenlinganiso zomrholo,khuetšo ya kemedi tlhatlošong ya ditefelo tša meputso,maatla a phetolo ya koketsego ya direiti tsa tuelo,sebakwa sa kemelo sa nyollelo ya sekgahla sa meputso,miholo nga ndwelavanḓa,nkhumbo wa ku siva ku tlakuka ka mpimo wa muholo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4449,substitution effect of a tax rise,substituuteffek van verhoogde belasting,umthelela wokusesikhundleni sokunye ekwenyukeni kwentela,iziphumo zokubambela indawo ekunyukeni kwerhafu,umphumela wekumelela wekwenyuka kwemtselo,umthelela wokujanyelwa kokuphakama komthelo,khuetšo ya kemedi koketšong ya lekgetho,maatla a phetolo ya koketsego ya lekgetho,sebakwa sa kemelo sa keketso ya lekgetho,mvelelonyimeli dza u gonga ha muthelo,nkhumbo wa ku siva ku tlakuka ka xibalo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4450,sunk costs,versonke koste,izindleko ezizikile,iindleko ezitshonileyo,tindleko letemukile,iindleko ezingabuyiselekiko,ditshenyegelo tšeo di subeletšego kudu,ditshenyegelo tse di noetseng,ditefo tse lahlehileng,tshinyalelombindimeli,mixavo leyi nga hakelekiki,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4451,supernormal profit,bonormale wins,inzuzo engaphezu kwevamile,inzuzo engaphezulu kakhulu,inzuzo lemangalisako,inzuzo ephezulu ngokungakajayeleki,poelophetelelo,poelo e e siameng mo go feteletseng,phaello e tlwaelehileng ka ho fetisisa,mbuelokhaluli,mbuyelo wo tlulampimo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4452,supply,aanbod,"uhlinzeko, ukuphakela",ufumaniso,lokuniketwako,inani lepahla ethengiswako,kabo,thebolelo,phepelo,nḓisedzazwibveledzwa,mphakelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4453,supply curve,aanbodkromme,igwinci lokuphakelwayo,igophe lokufumanisa,umdvwebo wekuniketa,igombe lethengisopahla,kgopamo ya kabo,khefe ya thebolelo,pontsho ya phepelo,kheve ya nḓisedzazwibveledzwa,girafu ya mphakelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4454,supply curve of the firm,firma-aanbodkromme,igwinci lophuphakelwa yifemu,igophe lokufumanisa lomzimveliso,umdvwebo wekuniketa wefemu,igombe lethengisopahla lefemu,kgopamo yakabo ya phahlo ya feme,khefe ya thebolelo ya feme,pontsho ya phepelo ya feme,kheve ya nḓisedzazwibveledzwa feme,girafu ya mphakelo ya feme,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4455,supply of money,geldaanbod,uhlinzeko lwemali,ufumaniso lwemali,kuniketwa kwemali,isabalalisomali,kabo ya tšhelete,thebolelo ya madi,phepelo ya tjhelete,nḓisedzo ya tshelede,mphakelo wa mali,,,,,,,,,,,,,,,,,,,nḓisedzo,,,
oertb_data_4456,supply schedule,aanbodskedule,ishejuli yokuphakelwayo,ucwangciso lofumaniso,sikejuli sekuniketa,itjhejuli yethengisopahla,lenaneo la kabo ya phahlo,sekedule sa thebolelo,shejule ya Phepelo,sheduḽu ya nḓisedzo,xedulu ya mphakelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4457,supply shocks,aanbodskokke,ukushaqeka kokuphakelwayo,izothuso zofumaniso,kuphatamiseka kwekuniketa,ukwesaba kwethengisopahla,dikgakgamatšo tša kabo,matshogo a thebolelo,maemo a dimakatso a phepelo,tshuwiso dza Nḓisazwibveledzwa,swihlamariso swa mphakelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4458,supply-side economics,aanbodkantekonomie,ezomnotho wohlangothi lokuphakelwayo,uqoqosho lwecala lofumaniso,luhlangotsi lwekuniketa lwemnotfo,i-ikhonomiksi egandelela ukupheliswa kweenliyo zethengisopahla,thutaboiphedišo ka lehlakoring la kabo,go rebolela diikonomi tsa kwa thoko,moruo wa hlakore la phepelo,,vunkota bya tlhelo ra mphakelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4459,supply-side policy,aanbodkantbeleid,inqubomgomo yohlangothi lokuphakelwayo,ipolisi yecala lofumaniso,umgomo weluhlangotsi lwekuniketa,umthethokambiso wokutjhugululwa kwethengisopahla,,go rebolela pholisi ya kwa thoko,pholisi ya hlakore la phepelo,,nawu wa tlhelo ra mphakelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4460,surplus,surplus,insalela,intsalela,insalela,isalela,mašalela,bontsi,masalla,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4461,sustainable output,volhoubare uitset,umkhiqizo osimeme,imveliso elondolozekayo,umkhicito losimeme,umphumela obambelelako,tšweletšo ye e swarelelago,ntshetsontle e e tswelelang,sephetho se tshwarellang,mveledzo i sa nyeṱhi,ximakiwa lexi hetaka nkarhi wo leha,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4462,tacit collusion,stilswyende samespanning,ukuvumelana kwamafemu e-oligopholi buthule,iyelenqe elingaqondakaliyo,kulwisana lokunganakeki,isivumelwano sobukirikitjhani esingakanqophi,borukhuhli,tumelano e e tlhaloganyegang,maikutlo a Kutlwano-sephiring,mugogomedzano wa tshidzumbe,Ntwanano wa xihundla lowu nga boxiwangiki,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4463,takeover bid,oornamebod,ibhidi yokuthatha izintambo,ibhidi yokuthabathela kuwe,umetamo wekuphatsa,umzamo wokulawula ebekulawulwa ngabanye,peeletšo ya theko,biti ya go tsewa,teko ya ho hapa,ndingauthuba,xikombelo xo xava bindzu rin'wana,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4464,takeover constraint,oornamebeperking,izihibe zokuthathwa kwezintambo,imiqobo yokuthabathela kuwe,inkinga yekwetanywa kuphatfwa,igandelelo lokulawula ebekulawulwa ngabanye,thibelo ya tšeelo ka feme ye nngwe,bothata jwa go tsewa,tshita ya ho hapa/Kgapo,vhushavhauthubwa,ku chava ku tekeriwa bindzu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4465,target real wage theory,teorie van teikenreëleloon,ithiyori yomholo wangempela oqondiwe,ingcamango yokujolisa kowona mvuzo,umcondvo wemholo ngempela lohlosiwe,itiyori yomrholo wamambala oqothelweko,teori ya nepo ya meputso,tiori ya tuelo ya nnete e e totilweng,monahano wa toba-moputso-wa-nnete,thyori ya muholoholo,miehleketo yo kongomisa eka muholo lowu tekelaka nhlokweni mitsengo ya nxavo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4466,tariff escalation,eskalasie van doeaneregte,ukwenyuka kwezintela ngokungalawuleki,ukuxhuma koluhlu lwerhafu,kukhuliswa kwemtseliso,ukukhuphuka kwamatharifu,koketšo ya lekgetho,koketsego ya dikelotefo,kgolo ya tharifi,u gonya ha therifi,ku tlakuka ka tihakelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4467,tariffs,tariewe,izinhlawulo,izintlu zerhafu,inkhokhelo yemtselo,amatharifu,makgetho,dikelotefo,ditharifi,thesifi,tihakelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4468,tax,belasting,intela,irhafu,umtselo,umthelo,motšhelo,lekgetho,lekgetho,muthelo,xibalo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4469,tax allowance,belastingkorting,iholo elingenantela,isibonelelo serhafu,imvume yemtselo,isibonelelo somthelo,tumelelo ya motšhelo,ketleetso ya lekgetho,tumello lekgethong,aḽawentse ya muthelo,mpimo lowu nyikiwaka wa swa xibalo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4470,tax avoidance,belastingvermyding,ukugwema intela,ukuphepha irhafu,kubalekela umtselo,ukubalekela umthelo,go phema,go tilwa ga lekgetho,ho bebofatsa lekgetho,thinyamuthelo,ku papalata ku hakela xibalo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4471,tax bracket,belastingkategorie,izigaba zabakhokhi bentela,ibrakethi yerhafu,sibiyelo semtselo,umkhakha wesilinganiso esifanako somthelo,lešakana la motšhelo,lesakana la lekgetho,mokgahlelo wa lekgetho,burakete ya muthelo,swisingarhelo swa xibalo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4472,tax burden,belastinglas,umthwalo wentela,uxanduva lwerhafu,umtfwalo wemtselo,umthwalo womthelo,morwalo wa motšhelo,morwalo wa lekgetho,boima ba lekgetho,khokhovhedzi dza muthelo,ndzhwalo wa swa xibalo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4473,tax evasion,belastingontduiking,ukubalekela ukukhokha intela,ukubaleka irhafu,kubalekela umtselo,ukuphepha umthelo,tšhabelo ya motšhelo,phapogo ya lekgetho,ho qoba lekgetho,thinyamuthelo,ku papalata ku hakela xibalo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4474,tax incidence,belastingtrefwydte,isigameko sentela,isiganeko serhafu,sehlakalo semtselo,isehlakalo somthelo,tiragalo ya motšhelo,tiragalo ya lekgetho,boima ba lekgetho,khokhovhedzi dza muthelo,ndzhwalo wa swa xibalo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4475,tax rate,belastingkoers,izinga lentela,izinga lerhafu,lizinga lemtselo,isilinganiso somthelo,lebelo la motšhelo,kelo ya lekgetho,sekgahla sa lekgetho,phimo ya muthelo,mpimo wa xibalo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4476,tax revenue,belastinginkomste,imali eqoqwe ngentela,ingeniso yerhafu,inkhokhelo yemtselo,ingeniso yomthelo,letseno la motšhelo,lotseno lwa lekgetho,lekeno la lekgetho,mbuelo dza muthelo,mali leyi hlengeletiweke ya xibalo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4477,taxes,belasting,izintela,irhafu,imitselo,imithelo,metšhelo,makgetho,lekgetho,mitelo,swibalo,T,,T,,T,,,,T,,T,,,,M,,T,,,,,
oertb_data_4478,technological advance,tegnologiese vooruitgang,ukudlondlobala kwezobuchwepheshe,ukuhambela phambili kwetekhnoloji,kutfuftuka kwebuchwepheshe,ukuthuthuka kwetheknoloji,tšwelopele ya thekenolotši,tswelelopele ya thekenoloji,kgatelopele ya thekinoloji,mvelaphanḓa ya thekhinolodzhi,maendlelo lamantshwa no antswa ya swa thekinoloji,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4479,technological unemployment,tegnologiese werkloosheid,ukuntuleka kwemisebenzi ngokwezobuchwepheshe,intswela-ngqesho yetekhnoloji,kungasebenti kwebuchwepheshe,ukutlhogeka komsebenzi ngenca yokuthuthuka kwetheknoloji,tlhokego ya mešomo ka ge go šomišwa thekenolotši,botlhokatiro jwa thekenoloji,kgaello ya mesebetsi e bakwang ke thekinoloji ya setheo,vhushayamishuno nga thekhinoḽodzhi,ku pfumaleka ka mitirho loku vangiwaka hi swa thekinoloji,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4480,technology,tegnologie,ezobuchwepheshe,itekhnoloji,tebuchwepheshe,itheknoloji,thekenolotši,thekenoloji,thekenoloji,thekhinoḽodzhi,thekinoloji,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4481,terms of trade,handelsvoorwaardes,imibandela yezohwebo,imiqathango yorhwebo,tivumelwano tekuhweba,iinlinganiso ezijanyisiweko zokurhwebelana,mabaka a papatšo,mareo a kgwebisano,ditlha tsa kgwebisano,zwilanga mbambedzelano,milawu ya nxaviso,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4482,theoretical economics,teoretiese ekonomie,uhlelo lokusebenzisa amathiyori nemigomo yezomnotho,uqoqosho lwengqondo,imicondvo yemnotfo,i-ikhonomiksi eyitiyori,diteori tša thutaboiphedišo,diokonomi tsa tiori,moruo ya menahano,ḓivhaikonomi ya thyori,miehleketo ya swa vunkota,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4483,theory of games,speleteorie,ithiyori yemidlalo,ingcamango yemidlalo,umcondvo wemidlalo,itiyori yemidlalo,teori ya dipapadi,tiori ya metsameko,monahano wa tsa dipapadi,thyori ya kutambele,miehleketo mayelana na mitlangu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4484,theory of human capital,teorie van menslike kapitaal,ithiyori yokutshalela amakhono abasebenzi,ingcamango yekhapitali engabantu,umcondvo wesicaliso sebantfu,itiyori yamakghonofundwa womuntu angenisa imali,teori ya kapitlele ya batho,tiori ya kapitale ya batho,monahano wa matlotlo a botho,thyori ya khephithaḽa ya vhathu,miehleketo mayelana na rifumo ra vanhu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4485,third-degree price discrimination,derdegraadse prysdiskriminasie,ukwehlukaniswa kwabantu ngokwamanani okumele bawakhokhe,ucalucalulo lwexabiso olukwiqondo lesithathu,kubandlulula kwentsengo kwesigaba sesitsatfu,ibandlululontengo,kgethollo ya ditheko ya legato la boraro,kgethololo ya gerata ya boraro ya ditlhotlhwa,kgethollo ya theko ya maemo a boraro,khethululo nga mutengo,xihlawuhlawu xa swa mitsengo xa digiri ya vunharhu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4486,thrift institution,spaarinstelling,isikhungo sezimali esingelona ibhange,iziko lolondolozo,emagumbi lafelelako,ihlangano eyongako,sehlongwa sa bobolokelo bja ditšhelete,setheo sa tsamaiso ya madi,setheo se atlehileng,zwiimiswa zwa tshelede,vandla ro hlayisa mali,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4487,tie-in sales,koppelverkope,ukuthengisa ngasikhathi sinye,iseyile edibanisayo,kutsengisa lokunesibopho,ithengiso ngakubili,dithekišo tše di kgokilwego,go bofagana mo dithekisong,thekiso e tlamang,thoma-u-renga,nxaviso wa ximakiwa ku ri na xipimelo xo xava xa vumbirhi eka feme yin'we,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4488,tight money policy,stram geldbeleid,inqubomgomo yemali eqinile,ipolisi yemali eqhotyoshiweyo,umgomo wemali lolukhuni,umthethokambiso wokuphelisa ibhebhedlho-ntengo,pholisi ya kgoko ya ditšhelete,pholisi e e gagametseng ya madi,"leano la tjhelete e ""thata""",phoḽisi ya u temetela,nawu wa swa mali lowu sivelaka mphakelo wa mali ku hunguta ntlakuko wa mixavo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4489,till money,kasgeld,imali esebhange,imali esethilini,imali yasethilini,imali esethilini,tšhelete ya thili,madi a thili,tjhelete ya thili,tshelede ya thiḽini,mali leyi nga eka tidirowara ebangi,,,register,,,,,,,,,,,,,,,,,,,
oertb_data_4490,time deposits,termyndeposito’s,imali efakwe ebhange enesikhathi,idiphozithi yexesha,tibekelo tesikhatsi,amadibhozithi abikwa ntangi,didipositi tša go sepela ka nako,didipositi tsa nako,diphositho tse behetsweng nako.,diphosithi dza nothisi,mali leyi nga vekiwa leyi ku humesa yona swilavaka xitiviso,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4491,time-series data,tydreeksdata,imininingwane yokushintsha kukanguqunguqu,idata yokuhamba kwexesha,idatha yeluchungechunge lwesikhatsi,idatha yetjhugulukontengo,data ya tatelano ya nako,tshedimosetso ya metseletsele ya nako,dipalopalo tsa nako,data ya tshanduko dza varebuḽu,switiviwa swa nxaxamelo wa nkarhi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4492,token money,tekengeld,imali eyithokheni,imali engumqondiso,imali yeluphawu,isifanisomali,tšhelete ya seka,sesupo sa madi,sekatjhelete,tsheledemafanedza,mali leyi nga mfungho,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4493,total surplus,totale surplus,isamba sensalela yomsebenzisi,intsalela yonke,insalela seyiyonkhe,inani elipheleleko lesalela,tšhalomoka,bontsi jotlhe jwa,masalla kaofela,sapuḽasifulu (ya phuraivethe,ntsengo wa nsalo lowu nga ri ki wa mfumo,private,,privaat,,,,yabucala,,yangasese,,yangeqadi,,,,poraefete,,poraefete,,,,,
oertb_data_4494,total consumer expenditure on a product,totale verbruikersuitgawe per produk,isamba semali esetshenziswe ngumthengi emkhiqizweni,inkcitho yentsebenziso yemveliso yonke,imali yekutsenga yebatsengi yonkhe yemphahla,inani elipheleleko leendleko zomsebenzisipahla malungana nomkhiqizo,tshenyegelomoka ya bašomiši go setšweletšwa,tshenyegelo yotlhe ya modirisi mo setlhagisiweng,paloyohle ya ditshenyehelo tsa moreki tsa sehlahiswa,mbadelofulu dza vharengi,ntsengo wa matirhiselo ya mali eka ximakiwa,TE / per period of time,,TE / per tydperk,,TE / ngesikhathi,,ngexesha ngalinye,,TE / ngesikhatsi lesikaliwe,,TE / esikhathini esithileko,,TE / ka pakana ya nako,,T E / mo nakong nngwe le nngwe,,TE / nakong e itseng,,,,,
oertb_data_4495,total consumer surplus,totale verbruikersurplus,isamba sensalela yomthengi,intsalela yomsebenzisi yonke,insalela yemtsengi seyiyonkhe,inani elipheleleko lesalela yomsebenzisipahla,mašaledimoka a bašomiši,bontsi jotlhe jwa badirisi,masalla a mo/bareki kaofela,sapuḽasifulu ya vharengi,ntsengo wa nsalo wa vatirhisi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4496,total cost,totale koste,samba sezindleko,iindleko zizonke,tindleko tonkhe,inani elipheleleko leendleko,tshenyegelomoka,tshenyegelo yotlhe,tefo yohle,tshinyalelofulu,ntsengo wa nxavo,TC,,TC,,TC,,TC,,TC,,,,TC,,T Y,,TC,,,,,
oertb_data_4497,total currency flow on the balance of payments,totale valutavloei op die betalingsbalans,ukuhamba kwemali e-ekhawuntini lokuhwebelana namanye amazwe,ukumpompoza kwemali kukonke xa kuthelekiswa nentlawulo,kuhamba kwemali yonkhe esibalweni setinkhokhelo,inani elipheleleko leemali zenarha lokubhadala iinkolodo,kelelomoka ya kharentshi go ditefelo tše di šetšego,kelo ya madi mo tekanyong ya dituelo,phallo ya tjhelete kaofela ho masalla a ditefo.,tshelede yoṱhe yo yaho kha mbadelo dza ndinganyiso,ntsengo wa nkhuluko wa mali eka nsalo wa tihakelo,,,,,,,,,,,,,,,,,kharensi,,,,,
oertb_data_4498,total demand,totale vraag,isamba sezidingo,imfuneko yonke,sidzingo sonkhe,inani elipheleleko lefuneko,nyakomoka,topo yotlhe,tlhoko yohle,nḓilazwibveledzwafulu,ntsengo wa swilaveko,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4499,total demand for money,totale vraag na geld,isamba sokufunwa kwemali,imfuneko yemali yonke,sidzingo sonkhe semali,inani elipheleleko lemali efunekako,nyakomoka ya tšhelete,topo yotlhe ya diteransekešene,tlhoko yohle ya tjhelete,nḓilamashelenifulu,ntsengo wa ku laveka ka mali,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4500,total expenditure,totale uitgawe,isamba semali esetshenzisiwe,inkcitho yonke,kutsenga konkhe,inani elipheleleko leendleko,tshenyegelomoka,tshenyegelo yotlhe,ditjeo tsohle,mbadelofulu,ntsengo wa matirhiselo ya mali,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4501,total fixed cost,totale vaste koste,isamba sezindleko ezingaguquki,iindleko eziqingqiweyo zonke,tindleko letingagucuki tonkhe,inani elipheleleko leendleko ezingatjhugulukiko,tshenyegelo moka ye e kgokilwego,tshenyegelo yotlhe e e tsepameng,paloyohle ya tefo e tsepameng,tshinyalelofulu dzi sa shanduki,ntsengo hinkwawo wa nxavo lowu nga cinciki,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4502,total income,totale inkomste,isamba semali engenayo,ingeniso yonke,umholo wonkhe,inani elipheleleko lengeniso,moputsomoka,lotseno lotlhe,paloyohle ya lekeno,mbuelofulu,ntsengo wa malinghena,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4503,total output,totale uitset,isamba smikhiqizo,ephumayo yonke,umkhicito wonkhe,inani elipheleleko lomphumela,tšweletšomoka,ntshetsontle yotlhe,sephetho sohle,mveledzofulu,ntsengo wa swimakiwa,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4504,total physical product,totale fisiese produk,isamba somkhiqizo ophathekayo,imveliso ebonakalayo yonke,umkhicito lophatsekako wonkhe,inani elipheleleko lomphumela,sebopego sa setšweletšwamoka,setlhagisiwa sotlhe se se bonagalang,sehlahiswa sohle se tshwarehang,tshibveledzwatshivhanḓeifulu,ntsengo hinkwawo wa swimakiwa,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4505,total producer surplus,totale produsentsurplus,isamba sensalela yomkhiqizi,intsalela yomvelisi yonke,insalela yemkhiciti yonkhe,inani elipheleleko lesalela yomkhiqizi,mašaledi ka moka a motšweletši,bontsi jotlhe jwa motlhagisi,masalla a Bahlahisi kaofela,sapuḽasifulu ya mubveledzi,nsalo hinkwawo wa mumaki,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4506,total product,totale produk,isamba somkhiqizo,imveliso yonke,umkhicito wonkhe,inani elipheleleko lomkhiqizo,setšweletšwamoka,setlhagisiwa sotlhe,paloyohle ya sehlahiswa,tshibveledzwafulu,ntsengo wa ximakiwa,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4507,total profit,totale wins,isamba senzuzo,inzuzo yonke,inzuzo yonkhe,inani elipheleleko lenzuzo,poelomoka,poelo yotlhe,phaello yohle,mbuelofulu,ntsengo wa mbuyelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4508,total revenue,totale inkomste,isamba semali eqoqiwe,ingeniso yefemu yonke,Inkhokhelo yonkhe,Irnani elipheleleko lerevenyu,Letsenomoka,Lotseno lotlhe,Lekeno lohle,Mbuelofulu/mbuelofulu,Ntsengo wa mali leyi nga hlengeletiwa,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4509,total social surplus,totale sosiale surplus,isamba sokusele kwezenhlalakahle,intsalela yabahlali yonke,insalela yetenhlalo yonkhe,isalela epheleleko yomphakathi,mašaledi ka moka a tša leago,bontsi jotlhe jwa loago,masalla a setjhaba kaofela.,sapuḽasifulu ya tshitshavha,ntsengo wa nsalo eka vanhu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4510,total spending,totale besteding,isamba semali esebenzile,inkcitho yonke,kutsenga konkhe,inani elipheleleko lemali esetjenzisiweko,tshenyegelomoka,madi otlhe a a dirisiwang,ditjeo tsohle,thengofulu,ntsengo wa mali leyi tirhisiweke,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4511,total supply,totale aanbod,isamba sokuphakelwayo,unikelo lonke,kuniketa konkhe,inani elipheleleko lethengisopahla,kabomoka,theboloyotlhe,phepelo yohle,nḓisedzazwibveledzwafulu,ntsengo wa mphakelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_4512,total utility,totale nut,isamba sokusetshenziswayo,uncedo losetyenziso lonke,inzuzo yonkhe,ukusebenziseka ngokupheleleko,kholomoka,tirisoyotlhe,kgotsofatso kaofela,yuthiḽithifulu/dzangambilu,ntsengo wa mpfuno,,,,,,,,,,,,,,,,,,,,,,
