id,eng,sot,nso,ssw,ven,nbl,xho,zul,tsn,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
unisa_multilingual_linguistic_terminology_10,adoptive,leadingwa,leadingwa,umfakela,vhupambwa ha maipfi,umbolekwa,uluvo lwesithethi ngomameleyo,umbolekwa,,,a word which has been taken over from a foreign languageand which has been adapted to fit into sound system and grammar of the borrowing language,,lentswe le nkuweng ho tswa dipuong tse ding le ho amahanngwa le maemo ho lekana le sistimi ya modumo le kerama/ kwahollopuo ya puo e kadimang,bana ba ja borotho (brood) bo bosweu,lentšu le le tšerwego polelong ye nngwe la tlišwa go ye nngwe go tla go šoma bjalo ka lentšu la polelo yeo e le amogelago,lentšu le lebenkele ke leadingwa go tšwa go lentšu la seAfrikaans winkel,libito lelakheke lisuselwa kuletinye tilwimi.,lelibitomfakela silinike sicalo selibito,"ndi ipfi ḽo dzhiiwaho ḽi tshi bva kha luambo lusili ḽine ḽa tshimbilelana zwavhuḓi na mibvumo na luambo lwa luambo lwo pambiwaho  (Louwrens, 1994:5)","fasiṱere= Livhuwani o bva nga fasiṱere
bugu= matshudeni vho phakhelwa bugu ṋamusi
tshidulo= tshidulo tsho vunḓea / u adziṅwa ha maipfi",igama elibolekwe kelinye ilimi,Isingezelelo nofana singatjhiywa umutjho awulahlekelwa yihlathululo yawo.,"lubonisa uluvo lwesithethi ngomameleyo okanye ngento athetha ngayo (Louwrens, 1994: 6)",ubuso obuzele luthando lubonakalise uluvo lwesithethi ngomameleyo,igama elibolekwe kolunye ulimi,umbolekwa uyaguquka ngokwemisindo nangokwakhiwa uma usetshenziswa olimini,,,,
unisa_multilingual_linguistic_terminology_11,adverb,lehlalosi,lehlathi,sandziso,maḓadzisi,isandiso,isifakelelo esiphambi nasemva kwengcambu,isandiso,,riengeteri,modifies the meaning of a verb,,hlakisa kapa hlalosa moelelo wa leetsi,bana ba bina ha monate,lentšu le le oketšago tlhalošo ya lediri ka go laetša ka mo tiro e diregago ka gona,mo go 'ga mmethile gabohloko a ba a lla' gabohloko ke lehlathi,libito lelichaza sento emshweni,sekuyavakala nyalo ngobe usebentise sandziso kulomusho,maipfi ane a ḓadzisa maipfi nyitoni,"maḓadzisi a maitele= ṅwana u gidima nga mannḓa 
maḓadzisi a mbalo= u rabela luvhili nga ḓuvha
maḓadzisi a tshifhinga= ndi ḓo ya u ka maḓi nga masiari / maengedzi",isandiso ligama elihlathulula kabanzi ngesenzo emutjhweni. Sinemihlobo emithathu.,"Kilomutjho othi, Ubamkhulu uvuke ngamarimarima arhabele esilahlweni sikamalume. Umutjhwana othi, ngamarimarima arhabele esilahlweni lisebenza njengesandiso.",isakhi esifakelwa kwisakhiwo segama nesongeza intsingiselo yaso,isifakelelo u-ana sisimamva esibonisa isinciphiso sesibizo,igama elichaza kabanzi ngesenzo,isandiso siveza okuningi ngesenzo,,,"hi rin'wana ra swihluvi swa mbulavulo swa rihlamuseri leri engetelaka nhlamuselo ya riendlikulu hi tlhelo ra ndhawu, mukhuva na nkarhi","eka xivulwa lexi nge: ""mpfula yi ta na ngopfu mundzuku eTshamahansi,"" rito rin'wana na rin'wana leri dzwihatiweke i riengeteri / lama i maengeteri yo komba mukhuva, nkarhi na ndhawu (hi nandzelelano wolowo)"
unisa_multilingual_linguistic_terminology_12,affective meaning,moelelo wa boikutlo,tlhalošomaikutlo,umcondvo lotsintsa imiva,vhupfiwa ha muambi,ihlathululo ekhambisana nemizwa,,umqondo oveza isimo sothando,bokao ba maikutlo,nhlamuselamatitwelo,"reflects the speaker's attitude towards the addressee or that which he/she is talking about (Louwrens, 1994: 6)",,ho bonahatsa maikutlo a sebui ho batho bao a buwang le bona kapa bao a buwang ka bona,ke ile ka halefiswa ke tjhebo ya bona ha ke kena,lereo le le šomišwago ka thutatlhalošo go šupa tlhalošotlaleletšo ya lentšu goba tlhagišo ya polelo go ya ka maikutlo a mmoledi go mmoledišwa goba go selo se go bolelwago ka sona,mohlala wa tlhalošomaikutlo e ka ba wa pebofatšo bjalo ka go kgetha gore motho o khoše sebakeng sa gore o tagilwe,umcondvo loneluvelomagama enkhulumeni.,umcondvo lotsintsa imiva usetjentiswa kahle enkulumeni,"u sumbedza vhuvha ha muambi kha muambwa nae kana nga ha zwine a khou amba nga hazwo(Louwrens, 1994: 6)",nga u dinalea Mashudu o vhudza Nthambeleni uri ḓibviseni kha mafhungo anga / vhuḓipfi/vhupfa ha muambi,Yihlathululo ekhombisa ubujamo bemizwa yalowo okhulumako manqophana nalowo olaleleko nofana ekukhulunywa naye.,"Kilomutjho othi, Ubamkhulu uvuke ngamarimarima arhabele esilahlweni sikamalume. Umutjhwana othi, ngamarimarima arhabele esilahlweni lisebenza njengesibaluli.",,,umqondo oveza isimo sothando lwalowo okhulumayo maqondana nokuthile akhuluma ngakho,inkulumo eveza isimo sothando isetshenziswa kakhulu uma umuntu ejabulile,e supa maikutlo kgotsa megopolo ya mmui tebang le mmuisiwa kgotsa  se a se buang,mo polelong mosadinyana wa me o montlenyane go tlhagelela bokao ba maikutlo a  lerato,i nhlamuselo leyi kombaka matitwelo ya xivulavuri ehenhleni ka loyi xi vulavulaka na yena kumbe leswi xi vulavulaka hi swona,"rito ra ""mbuyangwana"" ri paluxa nhlamuselamatitwelo ya xivulavuri / loko xivulavuri xi ku: ""mbuyangwana Xikokola u khome ncila eka nsiyisano wa namuntlha,"" swa twala leswaku xi puta Xikokola vusiwana"
unisa_multilingual_linguistic_terminology_13,affirmative,tumellano,,lokuvumako nobe lokuvumelanako,thenda,ukuvuma,umenzi wesenzo,ukuvuma,tumelano,mpfumelo,verbs which occur in the positive  as opposed to the negative (Louwrens 1994:6),,maetsi a etsahalang ka tsela e dumelanang kgahlano le e hanyetsang,banna ba sebetsa masimong,,,umcondvo lovumelanako emshweni,lemisho inemicondvo levumelanako,ndi mutaladzi une wa tendelana na zwine zwa khou ambiwa (Louwrens 1994:6),"ndi ḽa vhuswa
vhasidzana vha reḓa khuni
vhanna vha bambela mulamboni",Mumutjho onesenzo esikhombisa ukuvuma,Yihlathululo ekhombisa indlela lowo okhulumako azizwa ngayo kilowo olaleleko. Njengokuthi: Angiyithandi indlela ongiphatha ngayo.,"isibizo okanye ibinzana lezibizo elibhekiselele emntwini okanye kwisilwanyana esenza isenzo sesenzi (Richards and Schmidt, 2010: 18); isakhiwo esinomsebenzi ophambili kwisivakalisi wokuxela indlela esenzeke ngayo isenzo esithile (umenzi wesenzo)  (Crystal, 2008:17)",kwisivakalisi isibizo esingumenzi wesenzo kuthiwa yintloko,umusho onesenzo esisho ukuvuma,umusho onesenzo esisho ukuvuma uyehluka kophikayo,madiri a a tlhagelelang ka mo tumelong go sa tshwane le ka mo  kganetsong,ee ke naya tumelano ya go tsaya karolo mo dipatlisisong,i tlhelo ra riendli leri kombaka ku pfumela ka xiendlo kumbe matshamelo ya swilo,"riendli ri nga va eka tlhelo ra mpfumelo kumbe tlhelo ra nandzulo, xk: (mpfumelo) Yindlu ya ka hina yi titimela ngopfu hi xixika / nandzulo wa xivulwa lexi wu ta ku: Yindlu ya ka hina a yi titimeli ngopfu hi xixika"
unisa_multilingual_linguistic_terminology_14,affix,sehlomathiso,tlhomesetši,sifakelo nobe sichumo,ṱhuṅwa {mufaro> -far-mu-+-far-+-o vhafumakadzi vho shela vhukhopfu kha mufaro},isilungelelo,iilwimi zonamatheliso lwezakhi,isifakelo,Legokedi,xinembeletwana,a morpheme which is added to the structure of the word and which modifies its meaning,,mofimi o kenyelleditsweng sebopehong sa lentswe mme o hlakisa/hlalosa moelelo wa ona,"polelong ena,molemi o sebetsa serapeng sa meroho (sehlongwapele ke mo le se; sehlongwanthao ke i le a)",lebopi le le hlomesetšwago modung goba kutung ya lentšu,"mehuta ya tlhomesetši e akaretša hlogo i-, n- mantšung (itoma, ntoma,) le meselana -an-, -il- mantšung (ratana, rakile)",sakhi lesingetwa egameni lesitjintja umcondvo walelogama,sebentisa sifakelo ekucaleni kweligama,zwipiḓa zwa maipfi zwine zwa engedzwa kha tshivhumbeo tsha ipfi zwa shandula zwine ipfi ḽa amba,,Sisakhi esifakwa ngemuva nofana ngaphambili egameni.,Kunqophise ekulumeni eveza amaqiniso.,iilwimi eziphawuleka ngokusetyenziswa kwezakhi ezifakelwa kwisakhiwo segama,isiXhosa singumzekelo weelwimi zonamatheliso lwezakhi ezibumba igama,isakhi esifakwa ngaphambili noma ngemuva egameni,isiZulu sisebenzisa isifakelo -ana ukukhombisa ubuncane bento,popi e e gokelelwang mo popegong ya lefoko mme e fetole bokao ba lone,leina sekolo fa le ka tsenngwa legokedi -ng le fetoga go nna sekolong go kaya lefelo,i xiaki lexi khomanisiwaka na rimitsu kumbe nsinya wa rito emahlweni/endzhaku ka swona ku humelerisa na/ku cinca nhlamuselo ya rito,swinembeletwana swi katsa xirhangi na xilandzi xa rito kukotisa {xi-} na {-i} eka rito ra xiaki / swirhangi na swilandzi swi lungeleriwa eka rito ku cinca nhlamuselo ya rito
unisa_multilingual_linguistic_terminology_15,affixation,tlhomathiso,tlhomesetšo,kufakela imofimu,vhuṱumani,ukufakelela,uvumelwano,ukufakela,,"vunembeleti {vunembeleti i endlelo ro engetela xirhangi na/kumbe xilandzi eka rimitsu ra rito, xk: ribye",adding morphemes before and after the root,,ho kenya mofimi ka pele kapa kamora motso,mosadi o rekel+a monna wa hae mpho,tiro ya go katološa modu goba kutu ka go hlomesetša mabopi a bjalo ka dihlogo le meselana,tlhomesetšo ke mokgwa wo mongwe wa go bopa mantšu go tšwa go a mangwe bjalo ka ge -opediša e bopilwe ka go hlomesetša -iš- mo go -opela,kwengeta sakhi ekucaleni noma ekugcineni kweligama,kufaka imofimu ekucaleni kweligama kungayigucula inshokutsi,u dzheniswa ha zwipiḓa zwa ipfi phanḓa na murahu ha mudzi wa tshipiḓa tsha ipfi,mu-+-tuk-+-ana= mutukana,Ukufakelela isakhi ngemva nofana ngaphambi kwegama. Ukufaka izakhi egameni kuletha umqondo ohlukileko egameni.,"EsiNdebeleni sineenlungelelo ezihlukileko esingathi zizakhi zamagama. Isib. Isithomo sebizo, ukamisa sigcino wegama ovumako nophikako, njll.",amagama anobudlelwane obuthile nezibizo kwizivakalisi angena kuvumelwano lwezivumelanisi nezo zibizo ngokusebenzisa izakhi ezizivumelanisi,isintaksi yesiXhosa iphawuleka ngovumelwano phakathi kwamagama alandelelana kwisivakalisi,ukufaka isakhi ngaphambi kwegama noma ngemuva kwalo,ukufakela kwakha amagama amaningi olimini,,,"i ndlela ya ku namarheta xirhangi/swirhangi na xilandzi/swilandzi eka rimitsu/nsinya wa rito / swi / swi / > e+xi+riby+an+eni / riviti ""ribye"" ri yisiwile eka ntsongahato na ka vundhawu hi ku lungelela swinembeletwana}",
unisa_multilingual_linguistic_terminology_16,agent,moetsi,sediri-ka-maikemišetšo,umenti,ṋefhungo,umenzi,,umenzi,sediri,muendlamhaka,"the noun or noun phrase which refers to the person or animal which performs the action of the verb (Richards and Schmidt, 2010: 18); a form or construction whose typical function in a sentence is to specify the means whereby a particular action came about (the agent)  (Crystal, 2008:17)",,lebitso kapa  polelwanabitso e lebisitsweng mothong kapa phoofolong  e etsang ketso ya leetsi; sebopeho kapa  mohopolo oo tshebetso ya ona e  tlwaelehileng e leng ho totobatsa moo ketso e itseng e tswang teng (moetsi),dikgomo di fula thabeng,sediri se se thomago sa ba sa tšweleletša tiro ye e hlalošwago ke lediri ka maikemišetšo,sediri se se se nago le bophelo se ka se kgone go ba sediri-ka-maikemišetšo,ligama noma umshwana lokhomba loyo lowenta sento lesitsite emshweni.,sokhaya ungumenti kulomusho,"ndi dzina kana ḽifurase ḽo livhiswaho kha muthu kana phukha zwine zwa khou ita mushumo (Richards and Schmidt, 2010: 18) ndi tshivhumbeo kana phaṱho ine kanzhi ya shumiswa kha mutaladzi u buletshedzaho uri nyito yeneyo i khou bvelelisa hani","mmbwa yo luma ṅwana
mmbwa=ṋefhungo",umuntu nofana into eyenza isenzekoisenzeko esithulwa sisenzo.,Amalimi we-Afrika akhulunywa babantu bendabuko ye-Afrika yokana.,,,umuntu noma into eyenza isenzeko esethulwa yisenzo,umenzi emshweni ungumuntu noma uyinto eyenza okuthile kulowo musho,selo se se dirang tiro nngwe mo polelong,mo polelong ntlo e fisitswe ke molelo sediri ke molelo gonne lefoko fisitswe ke tiragalo mme e tlhalosa gore e dirilwe ke molelo,riviti kumbe xivulwahava xa riviti lexi yimelaka munhu kumbe xihari lexi nga xona xi endlaka xiendlo lexi vuriwaka hi riendlikulu,"muendlamhaka i xiphemu xa xivulwa lexi nga xona xi endlaka mhaka leyi vuriwaka hi riendlikulu / xikombiso: eka xivulwa lexi nge: ""Mbuti yanga yi mitiwile hi nhlarhu,"" nhlarhu hi yona yi endlaka xiendlo xa ku mita"
unisa_multilingual_linguistic_terminology_17,agglutinating languages,dipuo tse hlomathisang,malemekgomaganyi,lulwimi loluhlanganisako.,nyambo dzi re na zwivhumbi,amalimi ahlanganisa izakhi,,izilimi ezihlanganisa izakhi,Dipuo-popagano,,languages charecterised by the extensive used of affixes,,dipuo tse tsebahalang ka ho sebedisa boholo ba dihlomathiso,"moshanyana o disa mohlatswana wa dikgongwana tsa habo (tlhomathiso e etsahetse ho mohlape ha kenngwa +tswana, dikgomo ha kenngwa +ngwana)",maleme a a farologantšhwago ka go šomiša ditlhomesetši kudu popong ya mantšu,maleme a Batho (Bantu) a tsebega ka bolemekgomaganyi ka ge dihlogo le meselana di kgatha tema ye kgolo tlhamomong ya mantšu,lulwimi lolubhala emagama ngekuhlanganisa emamofimi,natsi sibhala lulwimi loluhlanganisako,nyambo dzi ṱaluswaho nga vhuhone ho shumiswa zwipiḓa zwa maipfi zwo ṱumiwaho,vha ḓo mu shumela. vha=pfano ya ṋefhungo. ḓo=ḽivhumbi ḽa tshikhathi tshi ḓaho. mu= pfano ya tshiitwa. shum-= mudzi wa ḽiiti. -el-= mutshila wa ḽiitela. -a= pfala ṱhaphuwi,Malimi ahlanganisa izakhi ezihlukileko ukwakha igama.,Umenzi umumuntu nofana into eyenza okuthileko emutjhweni. Isib. Umkamalume ubethe umzala ngepama wawela kude.                          Umkamalume nguye umenzi ngombana nguye obethe umzala.,,,izilimi ezihlanganisa izakhi ezehlukene ukwakha amagama,izilimi ezihlanganisa izakhi yizilimi ezinjengesiZulu,dipuo tse di nang le diponagalo tse di tsenyeletsang tiriso e e tseneletseng ya magokedi,isiZulu ke nngwe ya dipuo-popagano tsa Aforika Borwa,,
unisa_multilingual_linguistic_terminology_18,agreement,tumellano,kwano,sivumelwano,nyanḓano,Isivumelwano,esongqameko-nkalakahla,isivumelwano,,,words which occur in particular relationship with nouns in sentences are brought into concordial agreement with such nouns by means of agreement morphemes,,mantswe a etsahalang ka kamano e itseng le mareo dipolelong a tliswa  tumellanong ya kgokelo le mareo ao ka dimofimi tsa tumellano,banna ba disa dikgomo,nyalelano  ye e hlolwago ke makgokedi gare ga magorontšu,lekgokasediri le tliša kwano gare ga sediri le lediri,ligama leliletsa kuvumelana,sikhona sivumelwano kulomusho,maipfi ane a ṅwalwa kha mutaladzi nga nḓila ine zwine a amba zwone zwa fhedza zwi tshi khou pfesesea,"vhasidzana avha vhaṋu vhaṱuku vha shuma nga mannḓa vhasidzana=dzina(ṋefhungo), avha=ḽisala ḽisumbi
vhaṱuku=ḽiṱaluli, vhaṋu= ḽisumba vhuṋe, vha shuma= ḽiiti, nga mannḓa=ḽidadzisi ḽa maitele / thendelano",Sisakhi esiletha ubudlelwano hlangana namagama,Amalimi weSintu malimi ahlanganisa izakhi ukwethula umqondo opheleleko wegama.,"isandi esiphinyiselwa kumphambili wolwimi phambili kancinane kwindawo yophimiselo lwenkalakahla, oko kukuthi, kufuphi nendawo yophimiselo longqameko lwamazinyo (Crystal, 2008:22)",esongqameko-nkalakahla isandi siphinyiselwa ngokusebenzisa umphambili wolwimi,isakhi segama esiletha ubudlelwano phakathi kwegama nelinye,izivumelwano ziletha ubudlelwano phakathi kwamagama asetshenziswe emshweni,,,,
unisa_multilingual_linguistic_terminology_19,alveopalatal,dumahalapa,,lwangansinini,aḽiviopalatala {sh> shamba= shamba ḽo wa. zh> zhamba= ṅwana u khou zhamba. tsh> tshila= u tshila ndi u vhona. dzh>dzhila= pfeṋe ḽi na dzhila ḽilapfu / phiripalatala},,,,,alivhiyolamalaka,"a sound made by the front of the tongue a little in advance of the palatal articulatory area, i.e. in the direction of alveolar articulations (Crystal, 2008:22)",,"modumo o etswang ke bokapele ba leleme ka bonyenyane pele ho sebaka sa ditho tsohle tsa modumo tsa mahalapa, ka mantswe a mang e lebisitse nqa ditho tsa modumo tsa lelengwana","banna ba rema sefate se seholo, ([R] ho rema ke dumahalapa)",,,"umsindvo lokhiswa ngekutsi lulwimi lutsintse lwanga netinsini (Crystal, 2008:22)",sizwe ubabita kahle bongwaca lababolwangansinini,"ndi mibvumo ine ya bulwa nga phanḓa ha lulimi phanḓa nyana ha palatala zwine zwa amba uri hune ha bulwa mibvumo ya aliveoli (Crystal, 2008:22)",,,,,,,,,,i mpfumawulo wa ririmi lowu twarisiwaka loko yinhla ya ririmi yi tlhelelanyana endzhaku kusuka eka alivhiyola ku ya eka malaka,"mpfumawulo wa [dj] eka rito ""dyana"" i mpfumawulo wa alivhiyolamalaka"
unisa_multilingual_linguistic_terminology_20,anaphora,lentswe le sebedisitsweng pejana,anafora/kemelo*,i-anafora,vhuimeli,i-anafora { Ukukghedlha/tsenga igama: Ukusebenza: uku-> isithomo -sebenza,,i-anafora,,vukombandzhaku,"a process where a word or phrase (anaphor) refers back to another word or phrase which was used earlier in a text or conversation (Rischards and Scmidt, 2010: 26);  the process or result of a linguistic unit deriving its interpretation from some previously expressed unit or meaning (the antecedent) (Crystal, 2008: 25)",,tshebetso moo lentswe kapa polelwana (pejana) e lebisitseng morao ho lentswe le leng kapa polelwana e ileng ya sebediswa pejana kapa moqoqong,"moporosidente o re tlotla, tlhompho le bonatla di lebiswe ho masole ebile o ba theoletsa ka boitelo ba bona",tiragalo ya go šupa selo se se boletšwego pejana poledišanong,"ge mmoledi le mmoledišwa ba šetše ba tseba leina la sererwa ga go bohlokwa gore le boeletšwe, sebakeng sa lona go ka šomišwa lešala gomme tšhomišo yeo e bitšwa anafora***",indlela yelulwimi lebonisa kutsi sikhulumi  singabuyela sitsatsisele egameni lesike salisebentisa ekucaleni,sonkhe siyayisebentisa i-anafora nasikhuluma,ndi maitele ane ipfi kana fhungo (imela) ḽa imela ḽiṅwe ipfi kana fhungo ḽe ḽa shumiswa kha nyambedzano kana ndimana yo fhiraho,Ntshengedzeni o swika mulovha nga maḓautsha ngauri a vha o ṱavhanya u bva hayani ene o thusalea ngauri o shumisa moḓoro / mapfanisi a dzina,ukuqalisa egameni elisetjenziswe ngaphambili emtlolweni nofana ekulumeni. / i / ii / ihloko yomutjho / > isiqu sesenzo -a > isilungelelo/ukamisa sigcino Ukukghedlha umutjho: Abantwana badlala ecabazini. Abantwana > ibizombala badlala > isenzo ecabazini > undaweni},,,,ukubhekisa egameni elisetshenziswe ngaphambili embhalweni noma enkulumeni,i-anafora isetshenziswa kakhulu enkulumeni,,,i endlelo ra vuvulavuri laha rito kumbe xivulwahava lexi yimelaka rin'wana rito leri se ri vuriweke exivulweni/eswivulweni.,"vukombandzhaku byi kombisa vuxaka lebyi nga kona exikarhi ka maviti na masivi exivulweni / marito hinkwawo lama dzwihatiweke eka swivulwa leswi landzelaka ya yimela rito ""timbyana"" xk: timbyana leti ti tirha ku hlota swihari tona ti dya nyama ntsena hinkwato i ta Muhehi"
unisa_multilingual_linguistic_terminology_21,antecedent,antisidente,ketetši,sandvulelo,thangeli,,,,,rikombiwa,the noun which is referred to by an anaphoric expression,,lebitso leo ho lebisitsweng ho lona ke polelo e tlileng pele,bana ba ahetswe sekolo se setjha empa ha ba kene ho sona (bana polelong ena ke antisidente),leinantšu le le šupšago ke legorontšu le le šomago bjalo ka anafora,"ge re re Yena o tlile e le ge re šupa monna yo a ilego a bolelwa pele, gona monna ke ketetši poledišanong ye bjalo",ligama lelisandvulelo lelichazako lesibuyela kulo silisebentise,ungabuyela kusandvulelo utayitfola imphendvulo,ndi dzina line la sumbedzwa nga nyimele ya vhuḓipfi,kholomo yo wela tivhani ya linga u bva zwe vhutoto yone ya fhedza yo fela henefho / ḽiimeli,,,,,,,,,i riviti leri xikombandzhaku xi kongomisaka eka rona exivulweni/eswivulweni,rikombiwa ri tala ku va riviti leri masivi lama tirhisiwaka endzhaku ka rona ya kombetelaka eka rona
unisa_multilingual_linguistic_terminology_22,antonym,lelatodi,lelatodi,mcondvophika,ḽifhambanyi {mutukana o swika zwino> mutukana o ṱuwa zwino muya u vhudzula u tshi bva vhukovhela,igama elimqondophika,isenzo esenzelwa okuthile,umqondophika,,ritofularha,"pairs of words of which the members of the pair have opposite meanings (Louwrens, 1994: 11)",,mantswe a mabedi a hanyetsanang,ntate wa Thabo o molelele ha wa Disebo a le mokgutshwane,lentšu le le thulanago le le lengwe ka tlhalošo,robala ke lelatodi la tsoga,emagama lanemcondvo lophikisanako,umfundzi akasebentise mcondvophika emshweni,"ndi vhuthihi ha maipfi hune vhuthihi honoho ha amba zwi hanedzanaho (Louwrens, 1994: 11) / > muya u vhudzula u tshi bva vhubvaḓuvha / khanedza}",,Ligama elinomqondo nofana ihlathululo ephikisana neyelinye,Kilomutjho: Inyanda yeenkuni ibudisi kumbi. Igama elithi inyanda lisibonelo se-anafora.,sibonisa ukuba isenzo senziwa egameni lomnye umntu okanye sikhokelele kwisonakaliso somnye umntu,kubakho isenzo esenzelwa okuthile ekusetyenzisweni kolwimi,igama elisho okuphikisa elinye,maningi amagama angomqondophika ezilimini zomhlaba,,,i rito leri nhlamuselo ya rona yi kanetanaka kumbe ku fularhelana na ya rin'wana rito,"rito ra ""khoma"" i ritofularha ra rito ""tshika"" / swin'wana swikombiso: henhla - hansi; wanuna - wansati; dzwii! - paa!"
unisa_multilingual_linguistic_terminology_23,antonymy,tatolo,tatolo,mcondvophika,ngudo ya vhufhambanyi {mushonga u a vhavha,sifundo ngomqondophika,izinxulumani kwisivakalisi,isifundo ngomqondophika,bolatodi,,the study of oppositeness of meaning (Crystal 2008: 28),,thuto ya kganyetsano ya moelelo,ntate ha a sebetse masimong,kamanotlhalošo ye e lego gona gare ga mantšu a a nago le ditlhalošo tša go thulana,"tatolo e na le mehuta ya go fapana bjalo ka tatolo ya go hlangwa ka mabopi e lego: -reka x -rekiša, le ya go se hlangwe ka mabopi bjalo ka: -phela le -hwa",emagama lanemcondvo lophikisanako,kusasa kutawube kunesifundvo ngabomcondvophika,ndi u guda mafhungo ane a amba zwine zwa hanedzana (Crystal 2008: 28) / > mushonga u a difha avha vhana vho livha tshipembe > avha vhana vho livha galanga / ngudo ya khanedza},,Sifundo esimanqophana nokuhlaziywa kwamagama anemiqondo ephikisanako,Isibonelo: Igama elithi ukusutha linomqondo ofana nelithi ukulamba.,"xa amagama amabini, ibinzana lamagama, okanye amagatya kwisivakalisi ebhekiselele kwinto enye (Richards and Schmidt, 2010: 29); ulandelelwano lweeyunithi ezizizakhi  luba kwibakala elinye legrama, kufane ngezichongo okanye malunga nekubhekiselelwe kuko (Crystal, 2008: 31)",amagama azizinxulumani kwisivakalisi achongeka ngokubhekiselela kwinto enye,isifundo esibhekene namagama asho okuphikisana namanye,omqondophika bathuthukisa ulimi,bobedi ba mafoko a maloko a teng a ganetsanang,tlala le kgora ke dipaka tsa kganetsi tse lefatshe le di itemogelang,,
unisa_multilingual_linguistic_terminology_24,applied,etseditswe,lediredi,kwentela,ḽiitela,ipambosi yokwenzela,,impambosi yokwenzela,,rhavi ra xikongomelo,indicates that the action is carried out on behalf of someone or to the detriment of someone,,e supa hore ketso e phethahetse boemong ba motho e mong kapa ho ntsha motho e mong kotsi,mme o phehetse bana motoho,lentšu le le laetšago gore tiro e dirwa sebakeng sa motho goba selo se sengwe,"sedirwa sa lediredi e ka ba moholwa, mosenyegelwa goba lefelo",luhlobo lwemphambosi yesento lolukhombisa kwentela umuntfu intfo letsite,batakwentela konke lokufunako,ḽi sumbedza uri nyito I vha I tshi khou itwa nga munwe kana zwiṅwe zwi tshi itelwa muṅwe,"kela=ṅwana o kela mme awe maḓi
ṅwalela= Mashudu o ṅwalela Lufuno tshuṅwahaya
kuvhela= Mpho o kuvhela makhulu wawe zwiambaro",Lesisisenzo esikhombisa bonyana isenzeko senzelwa othileko. Lepambosi siyibona ngesakhi u-el ohlonyelelwa emrabhini wesenzo.,Lokha ipente yelimi nayithinta iindawo ezihlukileko ngemlonyeni kudaleka amatjhada ahlukileko.,,,isenzo esineselulo u-el- esikhomba ukuthi isenzeko senzelwa othile,impambosi yokwenzela ingenye yezenzo ezaziwa ngezimpambosi,,,"rhavi leri ri komba leswaku nchumu lowu endliwaka wu ni xikongomelo, kumbe wu kongomisiwe eka nchumu wun'we, leri tihlawulekisaka hi xilandzi -ela",ndzi fambela nhwana
